Section,Distance (km),Sub Distance (km),GNaverage,Latitude,Longitude
0101100R02,61.953,7.6,0.293333322,13.71617905,100.5566912
0101100R02,61.958,7.595,0.303333342,13.71619985,100.5566498
0101100R02,61.963,7.59,0.310000002,13.71622095,100.5566081
0101100R02,61.968,7.585,0.305000007,13.71624344,100.5565664
0101100R02,61.973,7.58,0.303333342,13.71626434,100.5565259
0101100R02,61.978,7.575,0.295000017,13.71628524,100.5564845
0101100R02,61.983,7.57,0.305000007,13.71630604,100.5564442
0101100R02,61.988,7.565,0.320000023,13.71632684,100.5564042
0101100R02,61.993,7.56,0.330000013,13.71634774,100.556364
0101100R02,61.998,7.555,0.330000013,13.71636864,100.5563235
0101100R02,62.003,7.55,0.326666683,13.71638924,100.5562824
0101100R02,62.008,7.545,0.343333334,13.71640984,100.5562411
0101100R02,62.013,7.54,0.335000008,13.71643064,100.5561997
0101100R02,62.018,7.535,0.330000013,13.71645363,100.5561636
0101100R02,62.023,7.53,0.333333343,13.71647493,100.5561221
0101100R02,62.028,7.525,0.330000013,13.71649613,100.556081
0101100R02,62.033,7.52,0.314999998,13.71651216,100.5560354
0101100R02,62.038,7.515,0.333333343,13.71653316,100.5559939
0101100R02,62.043,7.51,0.310000002,13.71655436,100.5559524
0101100R02,62.048,7.505,0.305000007,13.71657248,100.5559127
0101100R02,62.053,7.5,0.296666652,13.71659388,100.555874
0101100R02,62.058,7.495,0.319999993,13.71661454,100.5558334
0101100R02,62.063,7.49,0.314999998,13.71664081,100.5557942
0101100R02,62.068,7.485,0.320000023,13.71666106,100.555753
0101100R02,62.073,7.48,0.303333342,13.71668311,100.555713
0101100R02,62.078,7.475,0.289999992,13.71670292,100.5556711
0101100R02,62.083,7.47,0.313333333,13.71672432,100.5556304
0101100R02,62.088,7.465,0.323333323,13.71674582,100.5555893
0101100R02,62.093,7.46,0.319999993,13.71676772,100.5555476
0101100R02,62.098,7.455,0.324999988,13.71678614,100.5555009
0101100R02,62.103,7.45,0.316666663,13.71680794,100.5554593
0101100R02,62.108,7.445,0.319999993,13.71683194,100.5554195
0101100R02,62.113,7.44,0.314999998,13.71685678,100.5553789
0101100R02,62.118,7.435,0.306666672,13.71688774,100.5553424
0101100R02,62.123,7.43,0.314999998,13.71690916,100.5553013
0101100R02,62.128,7.425,0.310000002,13.71693386,100.5552629
0101100R02,62.133,7.42,0.316666663,13.71696373,100.5552277
0101100R02,62.138,7.415,0.319999993,13.71698613,100.5551903
0101100R02,62.143,7.41,0.264999986,13.71700813,100.5551531
0101100R02,62.148,7.405,0.280000001,13.71703023,100.5551158
0101100R02,62.153,7.4,0.303333342,13.71705633,100.5550783
0101100R02,62.158,7.395,0.300000012,13.71708313,100.5550405
0101100R02,62.163,7.39,0.280000001,13.71711013,100.5550026
0101100R02,62.168,7.385,0.283333331,13.71713513,100.554965
0101100R02,62.173,7.38,0.310000002,13.71715163,100.5549356
0101100R02,62.178,7.375,0.324999988,13.71717849,100.5549042
0101100R02,62.183,7.37,0.343333334,13.71719353,100.5548768
0101100R02,62.188,7.365,0.310000002,13.71722003,100.5548392
0101100R02,62.193,7.36,0.319999993,13.71724623,100.5548021
0101100R02,62.198,7.355,0.313333333,13.71727243,100.5547651
0101100R02,62.203,7.35,0.310000002,13.71730033,100.554726
0101100R02,62.208,7.345,0.305000007,13.71732783,100.5546874
0101100R02,62.213,7.34,0.303333342,13.71735523,100.5546489
0101100R02,62.218,7.335,0.289999992,13.71738273,100.5546104
0101100R02,62.223,7.33,0.295000017,13.71740983,100.5545723
0101100R02,62.228,7.325,0.324999988,13.71743693,100.5545343
0101100R02,62.233,7.32,0.313333333,13.71746423,100.554496
0101100R02,62.238,7.315,0.330000013,13.71749113,100.5544582
0101100R02,62.243,7.31,0.310000002,13.71751833,100.5544201
0101100R02,62.248,7.305,0.323333353,13.71754623,100.5543838
0101100R02,62.253,7.3,0.330000013,13.71757493,100.5543503
0101100R02,62.258,7.295,0.319999993,13.71760393,100.5543164
0101100R02,62.263,7.29,0.326666683,13.71763273,100.5542828
0101100R02,62.268,7.285,0.313333333,13.71766173,100.554249
0101100R02,62.273,7.28,0.324999988,13.71769083,100.5542151
0101100R02,62.278,7.275,0.313333333,13.71771963,100.5541813
0101100R02,62.283,7.27,0.306666672,13.71774893,100.5541472
0101100R02,62.288,7.265,0.310000002,13.71777803,100.5541132
0101100R02,62.293,7.26,0.300000012,13.71780723,100.5540791
0101100R02,62.298,7.255,0.306666672,13.71783743,100.5540408
0101100R02,62.303,7.25,0.305000007,13.71786783,100.5540011
0101100R02,62.308,7.245,0.310000002,13.71789843,100.5539612
0101100R02,62.313,7.24,0.289999992,13.71792793,100.5539259
0101100R02,62.318,7.235,0.300000012,13.71795653,100.5538951
0101100R02,62.323,7.23,0.284999996,13.71798513,100.5538643
0101100R02,62.328,7.225,0.286666662,13.71801473,100.5538322
0101100R02,62.333,7.22,0.286666662,13.71804553,100.5537981
0101100R02,62.338,7.215,0.305000007,13.71807673,100.5537638
0101100R02,62.343,7.21,0.323333353,13.71810823,100.5537303
0101100R02,62.348,7.205,0.310000032,13.71814123,100.5536995
0101100R02,62.353,7.2,0.300000012,13.71817443,100.5536686
0101100R02,62.358,7.195,0.314999998,13.71820783,100.5536376
0101100R02,62.363,7.19,0.313333333,13.71824273,100.5536081
0101100R02,62.368,7.185,0.300000012,13.71827793,100.5535783
0101100R02,62.373,7.18,0.305000007,13.71831323,100.5535485
0101100R02,62.378,7.175,0.330000013,13.71834813,100.5535189
0101100R02,62.383,7.17,0.324999988,13.71838333,100.5534892
0101100R02,62.388,7.165,0.324999988,13.71841863,100.5534594
0101100R02,62.393,7.16,0.300000012,13.71845723,100.5534357
0101100R02,62.398,7.155,0.266666651,13.71849703,100.5534133
0101100R02,62.403,7.15,0.280000001,13.71853673,100.5533908
0101100R02,62.408,7.145,0.316666663,13.71857553,100.5533662
0101100R02,62.413,7.14,0.313333333,13.71861413,100.5533405
0101100R02,62.418,7.135,0.305000007,13.71865253,100.553315
0101100R02,62.423,7.13,0.310000002,13.71869203,100.5532927
0101100R02,62.428,7.125,0.326666683,13.71873213,100.5532731
0101100R02,62.433,7.12,0.314999998,13.71877213,100.5532536
0101100R02,62.438,7.115,0.319999993,13.71881233,100.553234
0101100R02,62.443,7.11,0.293333322,13.71885243,100.5532144
0101100R02,62.448,7.105,0.305000007,13.71889233,100.5531949
0101100R02,62.453,7.1,0.300000012,13.71893233,100.5531754
0101100R02,62.458,7.095,0.313333333,13.71897253,100.5531558
0101100R02,62.463,7.09,0.306666672,13.71901243,100.5531363
0101100R02,62.468,7.085,0.289999992,13.71905243,100.5531168
0101100R02,62.473,7.08,0.306666672,13.71909253,100.5530972
0101100R02,62.478,7.075,0.310000002,13.71913223,100.5530779
0101100R02,62.483,7.07,0.314999998,13.71917233,100.5530586
0101100R02,62.488,7.065,0.314999998,13.71921543,100.5530428
0101100R02,62.493,7.06,0.326666683,13.71925853,100.553027
0101100R02,62.498,7.055,0.310000002,13.71930173,100.5530111
0101100R02,62.503,7.05,0.310000002,13.71935289,100.5529843
0101100R02,62.508,7.045,0.340000004,13.71940758,100.5529556
0101100R02,62.513,7.04,0.330000013,13.71945943,100.5529387
0101100R02,62.518,7.035,0.319999993,13.71949215,100.5529308
0101100R02,62.523,7.03,0.323333353,13.71951831,100.5529227
0101100R02,62.528,7.025,0.340000004,13.71955286,100.552916
0101100R02,62.533,7.02,0.36500001,13.71959617,100.5529142
0101100R02,62.538,7.015,0.343333334,13.71964297,100.5529094
0101100R02,62.543,7.01,0.349999994,13.71969584,100.5529005
0101100R02,62.548,7.005,0.335000008,13.71973753,100.5528981
0101100R02,62.553,7,0.319999993,13.71978293,100.552892
0101100R02,62.558,6.995,0.319999993,13.71982793,100.5528859
0101100R02,62.563,6.99,0.324999988,13.71987323,100.5528798
0101100R02,62.568,6.985,0.355000019,13.71991687,100.5528619
0101100R02,62.573,6.98,0.340000004,13.71996032,100.5528634
0101100R02,62.578,6.975,0.314999998,13.72000797,100.5528562
