Section,Distance (km),Sub Distance (km),GNaverage,Latitude,Longitude
0101100F01,35.619,1.005,0.199999988,13.7703794,100.5515391
0101100F01,35.624,1.01,0.194999993,13.7703391,100.5515174
0101100F01,35.629,1.015,0.204999998,13.7702987,100.5514958
0101100F01,35.634,1.02,0.203333333,13.7702588,100.5514743
0101100F01,35.639,1.025,0.200000003,13.7702184,100.5514522
0101100F01,35.644,1.03,0.180000007,13.7701781,100.551424
0101100F01,35.649,1.035,0.193333328,13.770138,100.551396
0101100F01,35.654,1.04,0.194999993,13.7700986,100.551371
0101100F01,35.659,1.045,0.219999999,13.770062,100.5513553
0101100F01,35.664,1.05,0.233333334,13.7700256,100.5513397
0101100F01,35.669,1.055,0.199999988,13.7699878,100.5513213
0101100F01,35.674,1.06,0.194999993,13.7699479,100.5512984
0101100F01,35.679,1.065,0.196666658,13.7699083,100.5512757
0101100F01,35.684,1.07,0.206666663,13.7698685,100.5512532
0101100F01,35.689,1.075,0.215000004,13.7698288,100.5512311
0101100F01,35.694,1.08,0.226666674,13.769789,100.5512089
0101100F01,35.699,1.085,0.216666654,13.7697495,100.5511868
0101100F01,35.704,1.09,0.224999994,13.7697101,100.5511647
0101100F01,35.709,1.095,0.219999999,13.7696706,100.5511425
0101100F01,35.714,1.1,0.230000004,13.7696293,100.5511211
0101100F01,35.719,1.105,0.215000004,13.7695874,100.5511002
0101100F01,35.724,1.11,0.224999994,13.7695454,100.5510792
0101100F01,35.729,1.115,0.230000004,13.7695046,100.5510575
0101100F01,35.734,1.12,0.230000004,13.7694647,100.5510358
0101100F01,35.739,1.125,0.224999994,13.7694246,100.551014
0101100F01,35.744,1.13,0.233333334,13.7693848,100.5509913
0101100F01,35.749,1.135,0.25,13.7693453,100.5509687
0101100F01,35.754,1.14,0.230000004,13.7693057,100.550946
0101100F01,35.759,1.145,0.25,13.7692662,100.5509235
0101100F01,35.764,1.15,0.236666664,13.7692264,100.5509009
0101100F01,35.769,1.155,0.245000005,13.7691865,100.5508781
0101100F01,35.774,1.16,0.216666654,13.7691508,100.5508554
0101100F01,35.779,1.165,0.230000004,13.7691145,100.5508324
0101100F01,35.784,1.17,0.224999994,13.7690777,100.5508095
0101100F01,35.789,1.175,0.233333334,13.7690381,100.5507874
0101100F01,35.794,1.18,0.220000014,13.768998,100.5507651
0101100F01,35.799,1.185,0.185000002,13.7689583,100.5507425
0101100F01,35.804,1.19,0.209999993,13.7689195,100.5507195
0101100F01,35.809,1.195,0.213333324,13.7688802,100.5506962
0101100F01,35.814,1.2,0.239999995,13.7688421,100.5506728
0101100F01,35.819,1.205,0.234999985,13.7688042,100.5506489
0101100F01,35.824,1.21,0.24000001,13.7687663,100.550625
