Section,Distance (km),Sub Distance (km),skid,Latitude,Longitude
0102100F02,81.667,12.155,0.143333331,13.713157,100.5748876
0102100F02,81.672,12.16,0.164999992,13.713144,100.5749322
0102100F02,81.677,12.165,0.170000002,13.7131303,100.5749765
0102100F02,81.682,12.17,0.159999996,13.7131174,100.5750212
0102100F02,81.687,12.175,0.145000011,13.7131025,100.5750664
0102100F02,81.692,12.18,0.159999996,13.7130872,100.5751095
0102100F02,81.697,12.185,0.166666672,13.7130721,100.5751531
0102100F02,81.702,12.19,0.196666673,13.7130563,100.5751957
0102100F02,81.707,12.195,0.200000003,13.7130403,100.5752391
0102100F02,81.712,12.2,0.189999998,13.7130241,100.5752824
0102100F02,81.717,12.205,0.180000007,13.7130076,100.5753246
0102100F02,81.722,12.21,0.204999998,13.7129907,100.5753685
0102100F02,81.727,12.215,0.204999998,13.7129737,100.5754108
0102100F02,81.732,12.22,0.203333333,13.7129563,100.5754536
0102100F02,81.737,12.225,0.224999994,13.7129382,100.5754968
0102100F02,81.742,12.23,0.189999998,13.7129207,100.5755393
0102100F02,81.747,12.235,0.200000003,13.7129027,100.5755815
0102100F02,81.752,12.24,0.215000004,13.7128855,100.5756248
0102100F02,81.757,12.245,0.25,13.712868,100.5756675
0102100F02,81.762,12.25,0.24666667,13.7128504,100.5757097
0102100F02,81.767,12.255,0.189999998,13.7128329,100.5757524
0102100F02,81.772,12.26,0.199999988,13.712815,100.5757953
0102100F02,81.777,12.265,0.206666663,13.7127971,100.5758372
0102100F02,81.782,12.27,0.170000002,13.7127812,100.5758791
0102100F02,81.787,12.275,0.219999999,13.7127632,100.5759206
0102100F02,81.792,12.28,0.200000003,13.7127452,100.5759636
0102100F02,81.797,12.285,0.186666667,13.7127267,100.5760075
0102100F02,81.802,12.29,0.129999995,13.7127088,100.5760504
0102100F02,81.807,12.295,0.13499999,13.7126906,100.5760927
0102100F02,81.812,12.3,0.153333336,13.7126721,100.5761342
0102100F02,81.817,12.305,0.159999996,13.7126543,100.5761772
0102100F02,81.822,12.31,0.200000003,13.7126357,100.5762197
0102100F02,81.827,12.315,0.200000003,13.7126167,100.576262
0102100F02,81.832,12.32,0.200000003,13.7125984,100.5763041
0102100F02,81.837,12.325,0.24000001,13.7125801,100.5763466
0102100F02,81.842,12.33,0.196666658,13.7125618,100.5763883
0102100F02,81.847,12.335,0.189999998,13.7125441,100.5764304
0102100F02,81.852,12.34,0.170000002,13.7125259,100.5764732
0102100F02,81.857,12.345,0.180000007,13.7125065,100.5765141
0102100F02,81.862,12.35,0.216666654,13.7124887,100.5765564
0102100F02,81.867,12.355,0.224999994,13.7124704,100.5765984
0102100F02,81.872,12.36,0.239999995,13.7124526,100.5766403
0102100F02,81.877,12.365,0.203333333,13.7124347,100.5766826
0102100F02,81.882,12.37,0.170000002,13.7124176,100.5767249
0102100F02,81.887,12.375,0.210000008,13.7124005,100.5767677
0102100F02,81.892,12.38,0.216666654,13.7123828,100.5768106
0102100F02,81.897,12.385,0.226666674,13.712365,100.5768535
0102100F02,81.902,12.39,0.230000004,13.7123474,100.5768967
0102100F02,81.907,12.395,0.223333344,13.7123304,100.576939
0102100F02,81.912,12.4,0.193333328,13.7123128,100.5769821
0102100F02,81.917,12.405,0.239999995,13.712295,100.5770242
0102100F02,81.922,12.41,0.24000001,13.7122771,100.577067
0102100F02,81.927,12.415,0.213333324,13.7122538,100.5771134
0102100F02,81.932,12.42,0.340000004,13.7122372,100.5771547
0102100F02,81.937,12.425,0.36500001,13.7122239,100.577195
0102100F02,81.942,12.43,0.330000013,13.7122058,100.577237
0102100F02,81.947,12.435,0.435000002,13.712188,100.57728
0102100F02,81.952,12.44,0.420000017,13.7121702,100.577322
0102100F02,81.957,12.445,0.340000004,13.7121523,100.5773649
0102100F02,81.962,12.45,0.336666673,13.7121346,100.5774074
0102100F02,81.967,12.455,0.360000014,13.7121168,100.577451
0102100F02,81.972,12.46,0.370000005,13.7121,100.5774928
0102100F02,81.977,12.465,0.379999995,13.7120826,100.5775354
0102100F02,81.982,12.47,0.375,13.7120646,100.5775778
0102100F02,81.987,12.475,0.355000019,13.7120469,100.5776202
0102100F02,81.992,12.48,0.336666673,13.7120264,100.5776646
0102100F02,81.997,12.485,0.349999994,13.7120085,100.5777064
0102100F02,82.002,12.49,0.349999994,13.7119929,100.577747
0102100F02,82.007,12.495,0.360000014,13.7119745,100.5777892
0102100F02,82.012,12.5,0.340000004,13.7119563,100.5778311
0102100F02,82.017,12.505,0.335000008,13.7119378,100.5778737
0102100F02,82.022,12.51,0.336666673,13.7119201,100.577916
0102100F02,82.027,12.515,0.336666673,13.711903,100.5779593
0102100F02,82.032,12.52,0.335000008,13.7118857,100.5780016
0102100F02,82.037,12.525,0.343333334,13.7118686,100.5780445
0102100F02,82.042,12.53,0.326666653,13.7118506,100.5780873
0102100F02,82.047,12.535,0.319999993,13.7118328,100.5781294
0102100F02,82.052,12.54,0.319999993,13.7118149,100.5781722
0102100F02,82.057,12.545,0.296666652,13.7117965,100.5782146
0102100F02,82.062,12.55,0.295000017,13.711779,100.5782573
0102100F02,82.067,12.555,0.310000002,13.7117608,100.5782997
0102100F02,82.072,12.56,0.313333333,13.7117426,100.5783415
0102100F02,82.077,12.565,0.275000006,13.7117244,100.5783835
0102100F02,82.082,12.57,0.270000011,13.7117066,100.5784262
0102100F02,82.087,12.575,0.276666671,13.7116887,100.5784684
0102100F02,82.092,12.58,0.303333342,13.7116705,100.5785106
0102100F02,82.097,12.585,0.305000007,13.7116523,100.5785531
0102100F02,82.102,12.59,0.330000013,13.7116349,100.5785957
0102100F02,82.107,12.595,0.310000002,13.711617,100.5786384
0102100F02,82.112,12.6,0.295000017,13.7115994,100.5786812
0102100F02,82.117,12.605,0.300000012,13.7115815,100.5787231
0102100F02,82.122,12.61,0.310000002,13.711564,100.5787661
0102100F02,82.127,12.615,0.310000002,13.711546,100.578808
0102100F02,82.132,12.62,0.340000004,13.7115274,100.578851
0102100F02,82.137,12.625,0.349999994,13.7115096,100.5788931
0102100F02,82.142,12.63,0.330000013,13.7114915,100.5789351
0102100F02,82.147,12.635,0.330000013,13.7114735,100.5789784
0102100F02,82.152,12.64,0.310000002,13.7114553,100.5790206
0102100F02,82.157,12.645,0.323333353,13.7114374,100.5790633
0102100F02,82.162,12.65,0.310000002,13.7114199,100.5791052
0102100F02,82.167,12.655,0.310000002,13.7114022,100.5791481
0102100F02,82.172,12.66,0.310000002,13.7113848,100.5791899
0102100F02,82.177,12.665,0.310000002,13.7113671,100.5792325
0102100F02,82.182,12.67,0.310000002,13.7113496,100.579275
0102100F02,82.187,12.675,0.316666663,13.7113321,100.5793175
0102100F02,82.192,12.68,0.319999993,13.7113143,100.5793597
0102100F02,82.197,12.685,0.335000008,13.7112964,100.5794023
0102100F02,82.202,12.69,0.326666683,13.7112774,100.5794449
0102100F02,82.207,12.695,0.330000013,13.7112565,100.5794882
0102100F02,82.212,12.7,0.319999993,13.7112419,100.5795279
0102100F02,82.217,12.705,0.310000002,13.7112225,100.579569
0102100F02,82.222,12.71,0.319999993,13.7112089,100.5796138
0102100F02,82.227,12.715,0.305000007,13.7111887,100.5796552
0102100F02,82.232,12.72,0.310000002,13.7111751,100.5796977
0102100F02,82.237,12.725,0.303333342,13.7111533,100.579739
0102100F02,82.242,12.73,0.284999996,13.7111374,100.5797828
0102100F02,82.247,12.735,0.289999992,13.7111191,100.5798253
0102100F02,82.252,12.74,0.280000001,13.7111005,100.5798676
0102100F02,82.257,12.745,0.284999996,13.7110816,100.5799096
0102100F02,82.262,12.75,0.280000001,13.7110641,100.5799525
0102100F02,82.267,12.755,0.289999992,13.7110458,100.5799947
0102100F02,82.272,12.76,0.289999992,13.7110279,100.5800373
0102100F02,82.277,12.765,0.280000001,13.7110094,100.5800795
0102100F02,82.282,12.77,0.289999992,13.7109914,100.5801221
0102100F02,82.287,12.775,0.300000012,13.7109736,100.5801644
0102100F02,82.292,12.78,0.295000017,13.7109558,100.5802065
0102100F02,82.297,12.785,0.300000012,13.710938,100.5802497
0102100F02,82.302,12.79,0.306666672,13.7109206,100.5802916
0102100F02,82.307,12.795,0.289999992,13.7109031,100.5803337
0102100F02,82.312,12.8,0.289999992,13.7108858,100.580376
0102100F02,82.317,12.805,0.310000002,13.7108681,100.5804187
0102100F02,82.322,12.81,0.310000002,13.7108495,100.5804609
0102100F02,82.327,12.815,0.310000002,13.7108315,100.5805039
0102100F02,82.332,12.82,0.310000002,13.7108138,100.5805459
0102100F02,82.337,12.825,0.310000002,13.7107955,100.5805884
0102100F02,82.342,12.83,0.310000002,13.7107772,100.5806305
0102100F02,82.347,12.835,0.296666652,13.7107593,100.5806737
0102100F02,82.352,12.84,0.303333342,13.7107415,100.5807164
0102100F02,82.357,12.845,0.310000002,13.7107229,100.5807586
0102100F02,82.362,12.85,0.310000002,13.7107046,100.580801
0102100F02,82.367,12.855,0.310000002,13.7106861,100.5808417
0102100F02,82.372,12.86,0.319999993,13.7106693,100.5808838
0102100F02,82.377,12.865,0.319999993,13.7106527,100.5809281
0102100F02,82.382,12.87,0.336666673,13.7106351,100.5809705
0102100F02,82.387,12.875,0.330000013,13.7106172,100.5810127
0102100F02,82.392,12.88,0.310000002,13.710599,100.5810558
0102100F02,82.397,12.885,0.316666663,13.7105811,100.5810983
0102100F02,82.402,12.89,0.319999993,13.7105636,100.5811401
0102100F02,82.407,12.895,0.335000008,13.7105447,100.5811832
0102100F02,82.412,12.9,0.340000004,13.7105272,100.5812254
0102100F02,82.417,12.905,0.340000004,13.7105085,100.581268
0102100F02,82.422,12.91,0.340000004,13.7104903,100.58131
0102100F02,82.427,12.915,0.349999994,13.710471,100.5813519
0102100F02,82.432,12.92,0.370000005,13.7104524,100.5813942
0102100F02,82.437,12.925,0.349999994,13.710431,100.581432
0102100F02,82.442,12.93,0.340000004,13.7104107,100.5814721
0102100F02,82.447,12.935,0.343333334,13.7103921,100.5815144
0102100F02,82.452,12.94,0.349999994,13.7103737,100.5815569
0102100F02,82.457,12.945,0.340000004,13.7103547,100.5815991
0102100F02,82.462,12.95,0.330000013,13.7103352,100.5816407
0102100F02,82.467,12.955,0.330000013,13.7103165,100.5816824
0102100F02,82.472,12.96,0.324999988,13.7102972,100.5817252
0102100F02,82.477,12.965,0.306666672,13.7102779,100.5817675
0102100F02,82.482,12.97,0.283333331,13.7102591,100.5818082
0102100F02,82.487,12.975,0.289999992,13.7102393,100.5818503
0102100F02,82.492,12.98,0.306666672,13.7102202,100.5818906
0102100F02,82.497,12.985,0.303333342,13.7102004,100.5819324
0102100F02,82.502,12.99,0.310000002,13.7101806,100.5819735
0102100F02,82.507,12.995,0.314999998,13.7101604,100.582015
0102100F02,82.512,13,0.313333333,13.71014,100.5820564
0102100F02,82.517,13.005,0.310000002,13.7101195,100.582098
0102100F02,82.522,13.01,0.305000007,13.7100994,100.5821398
0102100F02,82.527,13.015,0.273333311,13.7100794,100.5821812
0102100F02,82.532,13.02,0.275000006,13.7100592,100.5822223
0102100F02,82.537,13.025,0.340000004,13.7100384,100.5822641
0102100F02,82.542,13.03,0.469999999,13.7100175,100.5823053
0102100F02,82.547,13.035,0.219999984,13.7099969,100.5823464
0102100F02,82.552,13.04,0.234999999,13.7099768,100.5823873
0102100F02,82.557,13.045,0.389999986,13.7099563,100.5824266
0102100F02,82.562,13.05,0.196666658,13.7099353,100.5824664
0102100F02,82.567,13.055,0.200000003,13.7099146,100.5825071
0102100F02,82.572,13.06,0.219999999,13.7098935,100.5825482
0102100F02,82.577,13.065,0.24000001,13.7098717,100.58259
0102100F02,82.582,13.07,0.275000006,13.7098497,100.582632
0102100F02,82.587,13.075,0.269999981,13.7098279,100.5826734
0102100F02,82.592,13.08,0.176666662,13.7098058,100.5827146
0102100F02,82.597,13.085,0.215000004,13.7097836,100.5827541
0102100F02,82.602,13.09,0.230000004,13.7097613,100.5827948
0102100F02,82.607,13.095,0.239999995,13.7097389,100.5828358
0102100F02,82.612,13.1,0.239999995,13.7097166,100.5828761
0102100F02,82.617,13.105,0.25,13.7096942,100.5829166
0102100F02,82.622,13.11,0.25,13.709672,100.5829565
0102100F02,82.627,13.115,0.25,13.7096497,100.5829967
0102100F02,82.632,13.12,0.25,13.7096277,100.5830365
0102100F02,82.637,13.125,0.264999986,13.7096058,100.5830764
0102100F02,82.642,13.13,0.25333333,13.7095838,100.5831172
0102100F02,82.647,13.135,0.25,13.7095617,100.5831571
0102100F02,82.652,13.14,0.264999986,13.7095392,100.5831966
0102100F02,82.657,13.145,0.230000004,13.7095164,100.5832363
0102100F02,82.662,13.15,0.224999994,13.7094935,100.583276
0102100F02,82.667,13.155,0.219999999,13.7094702,100.583316
0102100F02,82.672,13.16,0.150000006,13.7094469,100.5833558
0102100F02,82.677,13.165,0.176666677,13.7094236,100.5833951
0102100F02,82.682,13.17,0.185000002,13.7094005,100.5834346
0102100F02,82.687,13.175,0.200000003,13.7093772,100.5834746
0102100F02,82.692,13.18,0.183333337,13.7093545,100.5835146
0102100F02,82.697,13.185,0.164999992,13.7093317,100.5835547
0102100F02,82.702,13.19,0.150000006,13.709309,100.5835944
0102100F02,82.707,13.195,0.163333341,13.7092864,100.5836347
0102100F02,82.712,13.2,0.145000011,13.7092638,100.583675
0102100F02,82.717,13.205,0.155000001,13.7092414,100.583715
0102100F02,82.722,13.21,0.186666667,13.7092185,100.5837549
0102100F02,82.727,13.215,0.209999993,13.7091954,100.5837943
0102100F02,82.732,13.22,0.219999999,13.7091725,100.5838341
0102100F02,82.737,13.225,0.216666654,13.7091497,100.5838739
0102100F02,82.742,13.23,0.223333344,13.7091275,100.5839137
0102100F02,82.747,13.235,0.254999995,13.7091046,100.5839538
0102100F02,82.752,13.24,0.233333334,13.7090814,100.5839942
0102100F02,82.757,13.245,0.219999984,13.7090594,100.5840344
0102100F02,82.762,13.25,0.230000004,13.7090369,100.5840746
0102100F02,82.767,13.255,0.230000004,13.7090137,100.5841143
0102100F02,82.772,13.26,0.230000004,13.708991,100.5841538
0102100F02,82.777,13.265,0.230000004,13.7089684,100.5841936
0102100F02,82.782,13.27,0.224999994,13.7089461,100.584234
0102100F02,82.787,13.275,0.233333334,13.7089235,100.5842742
0102100F02,82.792,13.28,0.234999999,13.7089009,100.5843135
0102100F02,82.797,13.285,0.219999999,13.7088785,100.5843537
0102100F02,82.802,13.29,0.209999993,13.7088562,100.5843942
0102100F02,82.807,13.295,0.236666664,13.7088337,100.5844352
0102100F02,82.812,13.3,0.245000005,13.7088111,100.5844754
0102100F02,82.817,13.305,0.25,13.7087879,100.584515
0102100F02,82.822,13.31,0.25,13.708765,100.5845545
0102100F02,82.827,13.315,0.234999999,13.7087418,100.5845947
0102100F02,82.832,13.32,0.239999995,13.7087185,100.5846337
0102100F02,82.837,13.325,0.25,13.708695,100.5846727
0102100F02,82.842,13.33,0.264999986,13.7086724,100.5847127
0102100F02,82.847,13.335,0.25,13.7086497,100.5847529
0102100F02,82.852,13.34,0.25666666,13.708627,100.5847931
0102100F02,82.857,13.345,0.25,13.7086042,100.5848334
0102100F02,82.862,13.35,0.245000005,13.7085819,100.5848731
0102100F02,82.867,13.355,0.24333334,13.7085561,100.5849149
0102100F02,82.872,13.36,0.25999999,13.7085301,100.5849569
0102100F02,82.877,13.365,0.264999986,13.7085125,100.5849944
0102100F02,82.882,13.37,0.25999999,13.7084939,100.5850327
0102100F02,82.887,13.375,0.24666667,13.7084736,100.5850715
0102100F02,82.892,13.38,0.239999995,13.7084498,100.5851117
0102100F02,82.897,13.385,0.245000005,13.7084232,100.5851534
0102100F02,82.902,13.39,0.25666666,13.7084012,100.5851952
0102100F02,82.907,13.395,0.234999999,13.7083801,100.5852363
0102100F02,82.912,13.4,0.219999999,13.7083572,100.5852759
0102100F02,82.917,13.405,0.25,13.708334,100.5853151
0102100F02,82.922,13.41,0.230000004,13.7083093,100.5853539
0102100F02,82.927,13.415,0.180000007,13.708286,100.5853936
0102100F02,82.932,13.42,0.189999998,13.7082641,100.5854343
0102100F02,82.937,13.425,0.180000007,13.7082413,100.5854746
0102100F02,82.942,13.43,0.194999993,13.7082185,100.5855134
0102100F02,82.947,13.435,0.170000002,13.7081964,100.585552
0102100F02,82.952,13.44,0.186666667,13.7081751,100.5855901
0102100F02,82.957,13.445,0.194999993,13.708154,100.5856276
0102100F02,82.962,13.45,0.200000003,13.7081305,100.585668
0102100F02,82.967,13.455,0.206666663,13.7081077,100.5857072
0102100F02,82.972,13.46,0.209999993,13.7080846,100.585747
0102100F02,82.977,13.465,0.204999998,13.7080615,100.5857867
0102100F02,82.982,13.47,0.213333324,13.708039,100.5858255
0102100F02,82.987,13.475,0.209999993,13.708016,100.585866
0102100F02,82.992,13.48,0.219999999,13.7079933,100.585906
0102100F02,82.997,13.485,0.226666674,13.7079707,100.5859457
0102100F02,83.002,13.49,0.223333314,13.7079478,100.5859858
0102100F02,83.007,13.495,0.224999994,13.7079248,100.5860259
0102100F02,83.012,13.5,0.230000004,13.7079021,100.5860659
0102100F02,83.017,13.505,0.219999984,13.7078794,100.5861062
0102100F02,83.022,13.51,0.219999999,13.7078567,100.5861464
0102100F02,83.027,13.515,0.234999999,13.7078337,100.5861866
0102100F02,83.032,13.52,0.236666664,13.7078108,100.5862265
0102100F02,83.037,13.525,0.239999995,13.7077882,100.5862658
0102100F02,83.042,13.53,0.239999995,13.7077647,100.5863061
0102100F02,83.047,13.535,0.239999995,13.7077417,100.5863455
0102100F02,83.052,13.54,0.239999995,13.7077188,100.5863845
0102100F02,83.057,13.545,0.25,13.7076953,100.5864243
0102100F02,83.062,13.55,0.24333334,13.7076721,100.5864636
0102100F02,83.067,13.555,0.239999995,13.7076487,100.5865026
0102100F02,83.072,13.56,0.230000004,13.7076246,100.5865414
0102100F02,83.077,13.565,0.219999984,13.7076005,100.5865799
0102100F02,83.082,13.57,0.25,13.707576,100.5866189
0102100F02,83.087,13.575,0.25,13.707551,100.586658
0102100F02,83.092,13.58,0.245000005,13.7075262,100.5866966
0102100F02,83.097,13.585,0.25,13.7075013,100.586735
0102100F02,83.102,13.59,0.25,13.7074758,100.5867733
0102100F02,83.107,13.595,0.239999995,13.7074504,100.5868113
0102100F02,83.112,13.6,0.24333334,13.7074252,100.5868491
0102100F02,83.117,13.605,0.224999994,13.7073993,100.5868871
0102100F02,83.122,13.61,0.25,13.7073734,100.5869251
0102100F02,83.127,13.615,0.25666666,13.7073474,100.5869633
0102100F02,83.132,13.62,0.25,13.707321,100.5870006
0102100F02,83.137,13.625,0.230000004,13.7072944,100.5870382
0102100F02,83.142,13.63,0.230000004,13.7072678,100.5870759
0102100F02,83.147,13.635,0.200000003,13.7072399,100.587113
0102100F02,83.152,13.64,0.204999998,13.7072123,100.5871497
0102100F02,83.157,13.645,0.215000004,13.7071852,100.5871857
0102100F02,83.162,13.65,0.200000003,13.7071572,100.5872218
0102100F02,83.167,13.655,0.209999993,13.707129,100.5872581
0102100F02,83.172,13.66,0.189999998,13.7071008,100.5872943
0102100F02,83.177,13.665,0.209999993,13.7070718,100.5873301
0102100F02,83.182,13.67,0.200000003,13.7070427,100.5873657
0102100F02,83.187,13.675,0.204999998,13.7070133,100.5874017
0102100F02,83.192,13.68,0.200000003,13.7069837,100.5874369
0102100F02,83.197,13.685,0.196666673,13.7069542,100.5874716
0102100F02,83.202,13.69,0.194999993,13.7069245,100.5875067
0102100F02,83.207,13.695,0.213333324,13.7068941,100.587541
0102100F02,83.212,13.7,0.223333314,13.7068636,100.5875749
0102100F02,83.217,13.705,0.194999993,13.7068328,100.587609
0102100F02,83.222,13.71,0.230000004,13.706802,100.5876425
0102100F02,83.227,13.715,0.219999984,13.7067708,100.5876761
0102100F02,83.232,13.72,0.219999999,13.7067391,100.5877102
0102100F02,83.237,13.725,0.234999999,13.7067078,100.5877432
0102100F02,83.242,13.73,0.226666674,13.7066762,100.5877762
0102100F02,83.247,13.735,0.230000004,13.7066441,100.5878097
0102100F02,83.252,13.74,0.204999998,13.7066124,100.5878426
0102100F02,83.257,13.745,0.219999984,13.7065803,100.5878757
0102100F02,83.262,13.75,0.209999993,13.7065485,100.5879085
0102100F02,83.267,13.755,0.230000004,13.7065158,100.5879408
0102100F02,83.272,13.76,0.209999993,13.7064836,100.5879726
0102100F02,83.277,13.765,0.209999993,13.706452,100.5880037
0102100F02,83.282,13.77,0.209999993,13.7064186,100.5880351
0102100F02,83.287,13.775,0.200000003,13.7063852,100.5880665
0102100F02,83.292,13.78,0.203333333,13.7063518,100.5880976
0102100F02,83.297,13.785,0.209999993,13.7063179,100.5881279
0102100F02,83.302,13.79,0.204999998,13.7062838,100.5881582
0102100F02,83.307,13.795,0.209999993,13.7062497,100.5881885
0102100F02,83.312,13.8,0.209999993,13.7062149,100.5882186
0102100F02,83.317,13.805,0.200000003,13.7061808,100.5882482
0102100F02,83.322,13.81,0.203333333,13.7061467,100.5882775
0102100F02,83.327,13.815,0.196666658,13.7061115,100.5883066
0102100F02,83.332,13.82,0.189999998,13.7060763,100.5883357
0102100F02,83.337,13.825,0.193333328,13.7060408,100.5883649
0102100F02,83.342,13.83,0.193333328,13.7060057,100.5883927
0102100F02,83.347,13.835,0.209999993,13.7059705,100.5884204
0102100F02,83.352,13.84,0.189999998,13.705935,100.5884484
0102100F02,83.357,13.845,0.180000007,13.7058986,100.5884762
0102100F02,83.362,13.85,0.200000003,13.7058617,100.5885043
0102100F02,83.367,13.855,0.200000003,13.7058246,100.5885325
0102100F02,83.372,13.86,0.196666658,13.705788,100.5885594
0102100F02,83.377,13.865,0.204999998,13.7057512,100.5885865
0102100F02,83.382,13.87,0.194999993,13.705714,100.5886137
0102100F02,83.387,13.875,0.199999988,13.7056766,100.5886395
0102100F02,83.392,13.88,0.226666674,13.7056388,100.5886656
0102100F02,83.397,13.885,0.209999993,13.7056011,100.5886916
0102100F02,83.402,13.89,0.219999984,13.7055637,100.5887166
0102100F02,83.407,13.895,0.219999984,13.7055259,100.5887417
0102100F02,83.412,13.9,0.219999999,13.7054879,100.5887669
0102100F02,83.417,13.905,0.219999999,13.7054494,100.5887921
0102100F02,83.422,13.91,0.219999984,13.7054116,100.5888169
0102100F02,83.427,13.915,0.219999999,13.7053741,100.5888409
0102100F02,83.432,13.92,0.215000004,13.7053352,100.5888647
0102100F02,83.437,13.925,0.216666654,13.7052963,100.5888885
0102100F02,83.442,13.93,0.219999999,13.7052571,100.5889121
0102100F02,83.447,13.935,0.204999998,13.7052178,100.5889352
0102100F02,83.452,13.94,0.203333333,13.7051784,100.5889583
0102100F02,83.457,13.945,0.206666663,13.7051388,100.5889812
0102100F02,83.462,13.95,0.204999998,13.7050993,100.5890035
0102100F02,83.467,13.955,0.203333333,13.7050597,100.5890259
0102100F02,83.472,13.96,0.193333328,13.7050198,100.5890479
0102100F02,83.477,13.965,0.200000003,13.70498,100.5890694
0102100F02,83.482,13.97,0.189999998,13.7049397,100.5890911
0102100F02,83.487,13.975,0.183333337,13.7048997,100.5891127
0102100F02,83.492,13.98,0.180000007,13.7048599,100.589134
0102100F02,83.497,13.985,0.180000007,13.7048196,100.5891556
0102100F02,83.502,13.99,0.180000007,13.7047794,100.5891763
0102100F02,83.507,13.995,0.200000003,13.7047391,100.589197
0102100F02,83.512,14,0.189999998,13.7046985,100.5892177
0102100F02,83.517,14.005,0.209999993,13.7046576,100.5892378
0102100F02,83.522,14.01,0.213333324,13.7046161,100.5892581
0102100F02,83.527,14.015,0.194999993,13.7045755,100.5892781
0102100F02,83.532,14.02,0.196666658,13.7045352,100.5892978
0102100F02,83.537,14.025,0.209999993,13.7044943,100.5893179
0102100F02,83.542,14.03,0.209999993,13.7044537,100.589337
0102100F02,83.547,14.035,0.215000004,13.7044126,100.5893564
0102100F02,83.552,14.04,0.209999993,13.7043715,100.589376
0102100F02,83.557,14.045,0.230000004,13.7043308,100.5893958
0102100F02,83.562,14.05,0.209999993,13.7042892,100.5894159
0102100F02,83.567,14.055,0.219999984,13.7042482,100.589435
0102100F02,83.572,14.06,0.219999999,13.7042068,100.5894543
0102100F02,83.577,14.065,0.215000004,13.7041653,100.5894735
0102100F02,83.582,14.07,0.223333314,13.704124,100.5894927
0102100F02,83.587,14.075,0.219999984,13.7040827,100.5895119
0102100F02,83.592,14.08,0.230000004,13.7040417,100.5895311
0102100F02,83.597,14.085,0.233333334,13.7040022,100.5895497
0102100F02,83.602,14.09,0.199999988,13.7039617,100.5895689
0102100F02,83.607,14.095,0.209999993,13.7039218,100.5895879
0102100F02,83.612,14.1,0.219999999,13.7038822,100.5896062
0102100F02,83.617,14.105,0.209999993,13.7038385,100.589623
0102100F02,83.622,14.11,0.224999994,13.7037953,100.5896395
0102100F02,83.627,14.115,0.204999998,13.7037531,100.5896569
0102100F02,83.632,14.12,0.206666663,13.7037117,100.589676
0102100F02,83.637,14.125,0.194999993,13.7036703,100.5896951
0102100F02,83.642,14.13,0.200000003,13.7036287,100.5897134
0102100F02,83.647,14.135,0.193333328,13.7035867,100.5897312
0102100F02,83.652,14.14,0.200000003,13.7035451,100.5897489
0102100F02,83.657,14.145,0.189999998,13.7035031,100.5897666
0102100F02,83.662,14.15,0.189999998,13.7034615,100.5897842
0102100F02,83.667,14.155,0.186666667,13.7034203,100.5898015
0102100F02,83.672,14.16,0.180000007,13.7033786,100.5898194
0102100F02,83.677,14.165,0.175000012,13.7033372,100.5898372
0102100F02,83.682,14.17,0.189999998,13.7032958,100.5898551
0102100F02,83.687,14.175,0.204999998,13.7032538,100.5898729
0102100F02,83.692,14.18,0.209999993,13.703212,100.5898906
0102100F02,83.697,14.185,0.216666654,13.7031702,100.5899084
0102100F02,83.702,14.19,0.219999999,13.7031283,100.5899261
0102100F02,83.707,14.195,0.234999999,13.7030866,100.5899438
0102100F02,83.712,14.2,0.226666674,13.7030448,100.5899615
0102100F02,83.717,14.205,0.209999993,13.7030032,100.5899795
0102100F02,83.722,14.21,0.215000004,13.7029614,100.5899975
0102100F02,83.727,14.215,0.199999988,13.7029197,100.5900155
0102100F02,83.732,14.22,0.189999998,13.7028752,100.5900336
0102100F02,83.737,14.225,0.185000002,13.70283,100.5900517
0102100F02,83.742,14.23,0.204999998,13.7027849,100.5900698
0102100F02,83.747,14.235,0.209999993,13.7027457,100.5900878
0102100F02,83.752,14.24,0.224999994,13.7027076,100.5901059
0102100F02,83.757,14.245,0.224999994,13.7026699,100.5901238
0102100F02,83.762,14.25,0.213333324,13.702629,100.5901419
0102100F02,83.767,14.255,0.219999999,13.7025871,100.5901601
0102100F02,83.772,14.26,0.219999999,13.7025457,100.5901781
0102100F02,83.777,14.265,0.226666674,13.702504,100.5901961
0102100F02,83.782,14.27,0.24666667,13.7024624,100.5902142
0102100F02,83.787,14.275,0.245000005,13.7024209,100.5902322
0102100F02,83.792,14.28,0.25666666,13.7023796,100.5902505
0102100F02,83.797,14.285,0.223333344,13.7023388,100.5902688
0102100F02,83.802,14.29,0.224999994,13.7022976,100.5902873
0102100F02,83.807,14.295,0.215000004,13.702256,100.5903055
0102100F02,83.812,14.3,0.209999993,13.7022142,100.5903233
0102100F02,83.817,14.305,0.200000003,13.702172,100.5903414
0102100F02,83.822,14.31,0.219999999,13.70213,100.5903594
0102100F02,83.827,14.315,0.236666664,13.7020884,100.5903774
0102100F02,83.832,14.32,0.209999993,13.7020467,100.5903954
0102100F02,83.837,14.325,0.215000004,13.702005,100.5904134
0102100F02,83.842,14.33,0.216666654,13.7019629,100.5904313
0102100F02,83.847,14.335,0.236666664,13.7019209,100.5904491
0102100F02,83.852,14.34,0.230000004,13.7018791,100.590467
0102100F02,83.857,14.345,0.223333344,13.7018375,100.5904852
0102100F02,83.862,14.35,0.213333324,13.7017957,100.5905035
