Section,Distance (km),Sub Distance (km),GNaverage,Latitude,Longtitude
0102100R01,17.761,16.895,0.183333337,13.6837986,100.6028023
0102100R01,17.766,16.89,0.194999993,13.6838434,100.6027946
0102100R01,17.771,16.885,0.175000012,13.6838878,100.6027867
0102100R01,17.776,16.88,0.156666681,13.6839323,100.6027788
0102100R01,17.781,16.875,0.185000002,13.6839769,100.6027709
0102100R01,17.786,16.87,0.164999992,13.6840214,100.602763
0102100R01,17.791,16.865,0.189999998,13.6840661,100.6027549
0102100R01,17.796,16.86,0.203333333,13.6841103,100.6027468
0102100R01,17.801,16.855,0.200000003,13.6841548,100.6027387
0102100R01,17.806,16.85,0.203333333,13.6841994,100.6027306
0102100R01,17.811,16.845,0.200000003,13.6842437,100.6027222
0102100R01,17.816,16.84,0.224999994,13.6842881,100.6027136
0102100R01,17.821,16.835,0.224999994,13.6843322,100.602705
0102100R01,17.826,16.83,0.223333344,13.6843767,100.6026964
0102100R01,17.831,16.825,0.224999994,13.6844211,100.6026879
0102100R01,17.836,16.82,0.180000007,13.6844655,100.6026796
0102100R01,17.841,16.815,0.219999984,13.6845104,100.6026712
0102100R01,17.846,16.81,0.204999998,13.6845549,100.6026628
0102100R01,17.851,16.805,0.234999999,13.6845995,100.6026545
0102100R01,17.856,16.8,0.236666664,13.6846442,100.6026466
0102100R01,17.861,16.795,0.209999993,13.6846887,100.6026387
0102100R01,17.866,16.79,0.200000003,13.6847336,100.6026308
0102100R01,17.871,16.785,0.189999998,13.6847781,100.6026229
0102100R01,17.876,16.78,0.170000002,13.6848227,100.6026148
0102100R01,17.881,16.775,0.159999996,13.6848672,100.6026066
0102100R01,17.886,16.77,0.180000007,13.6849114,100.6025985
0102100R01,17.891,16.765,0.189999998,13.684956,100.6025903
0102100R01,17.896,16.76,0.189999998,13.6850005,100.6025823
0102100R01,17.901,16.755,0.189999998,13.6850451,100.6025744
0102100R01,17.906,16.75,0.216666654,13.6850897,100.6025664
0102100R01,17.911,16.745,0.209999993,13.6851342,100.6025585
0102100R01,17.916,16.74,0.194999993,13.685179,100.6025505
0102100R01,17.921,16.735,0.226666674,13.6852233,100.6025426
0102100R01,17.926,16.73,0.230000004,13.6852676,100.6025347
0102100R01,17.931,16.725,0.224999994,13.6853122,100.6025267
0102100R01,17.936,16.72,0.209999993,13.6853565,100.6025187
0102100R01,17.941,16.715,0.185000002,13.6854008,100.6025106
0102100R01,17.946,16.71,0.189999998,13.6854451,100.6025023
0102100R01,17.951,16.705,0.170000002,13.6854895,100.6024941
0102100R01,17.956,16.7,0.175000012,13.6855341,100.6024859
0102100R01,17.961,16.695,0.170000002,13.6855783,100.6024779
0102100R01,17.966,16.69,0.156666666,13.6856231,100.6024699
0102100R01,17.971,16.685,0.156666666,13.6856677,100.6024619
0102100R01,17.976,16.68,0.140000001,13.6857124,100.6024539
0102100R01,17.981,16.675,0.156666681,13.6857569,100.6024459
0102100R01,17.986,16.67,0.170000002,13.6858014,100.6024379
0102100R01,17.991,16.665,0.175000012,13.6858462,100.6024298
0102100R01,17.996,16.66,0.126666665,13.6858908,100.6024218
0102100R01,18.001,16.655,0.143333331,13.6859354,100.6024138
0102100R01,18.006,16.65,0.164999992,13.68598,100.6024058
0102100R01,18.011,16.645,0.175000012,13.6860244,100.6023978
0102100R01,18.016,16.64,0.170000002,13.6860688,100.6023898
0102100R01,18.021,16.635,0.175000012,13.6861133,100.6023818
0102100R01,18.026,16.63,0.150000006,13.6861576,100.6023738
0102100R01,18.031,16.625,0.159999996,13.6862021,100.6023657
0102100R01,18.036,16.62,0.175000012,13.6862462,100.6023577
0102100R01,18.041,16.615,0.180000007,13.6862908,100.6023497
0102100R01,18.046,16.61,0.186666667,13.6863353,100.6023416
0102100R01,18.051,16.605,0.189999998,13.6863796,100.6023336
0102100R01,18.056,16.6,0.200000003,13.6864242,100.6023256
0102100R01,18.061,16.595,0.200000003,13.6864687,100.6023175
0102100R01,18.066,16.59,0.219999984,13.6865132,100.6023095
0102100R01,18.071,16.585,0.25,13.6865573,100.6023015
0102100R01,18.076,16.58,0.25,13.6866014,100.6022935
0102100R01,18.081,16.575,0.233333334,13.6866458,100.6022855
0102100R01,18.086,16.57,0.219999999,13.6866901,100.6022774
0102100R01,18.091,16.565,0.176666662,13.6867348,100.6022691
0102100R01,18.096,16.56,0.196666673,13.6867797,100.6022607
0102100R01,18.101,16.555,0.234999999,13.6868245,100.6022524
0102100R01,18.106,16.55,0.234999999,13.6868692,100.6022441
0102100R01,18.111,16.545,0.203333333,13.6869135,100.6022363
0102100R01,18.116,16.54,0.200000003,13.6869579,100.6022284
0102100R01,18.121,16.535,0.164999992,13.6870024,100.6022206
0102100R01,18.126,16.53,0.196666673,13.6870464,100.6022128
0102100R01,18.131,16.525,0.180000007,13.6870912,100.6022047
0102100R01,18.136,16.52,0.180000007,13.6871358,100.6021967
0102100R01,18.141,16.515,0.150000006,13.6871805,100.6021886
0102100R01,18.146,16.51,0.150000006,13.6872251,100.6021805
0102100R01,18.151,16.505,0.175000012,13.6872695,100.6021723
0102100R01,18.156,16.5,0.176666677,13.687314,100.602164
