Section,Distance (km),Sub Distance (km),GNaverage,Latitude,Longtitude
0102100R01,15.971,18.685,0.183333337,13.6722608,100.6113237
0102100R01,15.976,18.68,0.175000012,13.672267,100.6112784
0102100R01,15.981,18.675,0.203333333,13.6722732,100.6112326
0102100R01,15.986,18.67,0.213333324,13.6722795,100.6111866
0102100R01,15.991,18.665,0.175000012,13.6722857,100.6111408
0102100R01,15.996,18.66,0.185000002,13.672292,100.6110953
0102100R01,16.001,18.655,0.189999998,13.6722982,100.6110497
0102100R01,16.006,18.65,0.194999993,13.6723045,100.6110039
0102100R01,16.011,18.645,0.185000002,13.6723109,100.6109579
0102100R01,16.016,18.64,0.200000003,13.6723174,100.6109126
0102100R01,16.021,18.635,0.189999998,13.6723243,100.6108668
0102100R01,16.026,18.63,0.185000002,13.6723312,100.6108211
0102100R01,16.031,18.625,0.196666673,13.672338,100.6107753
0102100R01,16.036,18.62,0.185000002,13.6723449,100.6107296
0102100R01,16.041,18.615,0.164999992,13.6723518,100.6106842
0102100R01,16.046,18.61,0.173333347,13.6723587,100.6106387
0102100R01,16.051,18.605,0.196666673,13.6723657,100.6105933
0102100R01,16.056,18.6,0.194999993,13.6723726,100.6105476
0102100R01,16.061,18.595,0.209999993,13.6723797,100.610502
0102100R01,16.066,18.59,0.239999995,13.6723867,100.6104564
0102100R01,16.071,18.585,0.270000011,13.6723937,100.6104108
0102100R01,16.076,18.58,0.193333328,13.672401,100.610365
0102100R01,16.081,18.575,0.206666663,13.6724087,100.6103193
0102100R01,16.086,18.57,0.219999999,13.6724163,100.6102737
0102100R01,16.091,18.565,0.219999999,13.6724239,100.6102277
0102100R01,16.096,18.56,0.173333332,13.6724319,100.6101821
0102100R01,16.101,18.555,0.180000007,13.6724401,100.610137
0102100R01,16.106,18.55,0.185000002,13.6724484,100.6100918
0102100R01,16.111,18.545,0.213333324,13.6724567,100.6100462
0102100R01,16.116,18.54,0.219999999,13.6724652,100.6100009
0102100R01,16.121,18.535,0.209999993,13.6724738,100.6099557
0102100R01,16.126,18.53,0.213333324,13.6724824,100.6099105
0102100R01,16.131,18.525,0.200000003,13.6724911,100.6098649
0102100R01,16.136,18.52,0.189999998,13.6724999,100.6098198
0102100R01,16.141,18.515,0.200000003,13.6725086,100.6097749
0102100R01,16.146,18.51,0.189999998,13.6725174,100.6097294
0102100R01,16.151,18.505,0.200000003,13.6725262,100.609684
0102100R01,16.156,18.5,0.193333328,13.6725348,100.6096388
0102100R01,16.161,18.495,0.183333337,13.6725434,100.6095936
0102100R01,16.166,18.49,0.194999993,13.6725521,100.609548
0102100R01,16.171,18.485,0.186666667,13.672561,100.6095025
0102100R01,16.176,18.48,0.203333333,13.67257,100.6094574
0102100R01,16.181,18.475,0.200000003,13.672579,100.6094125
0102100R01,16.186,18.47,0.209999993,13.6725881,100.609367
0102100R01,16.191,18.465,0.223333314,13.6725972,100.6093219
0102100R01,16.196,18.46,0.230000004,13.6726062,100.6092771
0102100R01,16.201,18.455,0.224999994,13.6726154,100.6092319
0102100R01,16.206,18.45,0.213333324,13.6726245,100.6091866
0102100R01,16.211,18.445,0.204999998,13.6726335,100.6091413
0102100R01,16.216,18.44,0.209999993,13.6726425,100.6090962
0102100R01,16.221,18.435,0.219999984,13.6726515,100.6090509
0102100R01,16.226,18.43,0.209999993,13.6726604,100.6090055
0102100R01,16.231,18.425,0.219999999,13.6726692,100.6089601
0102100R01,16.236,18.42,0.206666663,13.6726779,100.6089149
0102100R01,16.241,18.415,0.186666667,13.6726868,100.6088694
0102100R01,16.246,18.41,0.200000003,13.6726959,100.6088244
0102100R01,16.251,18.405,0.213333324,13.672705,100.6087794
0102100R01,16.256,18.4,0.223333314,13.6727142,100.6087342
0102100R01,16.261,18.395,0.254999995,13.6727232,100.6086889
0102100R01,16.266,18.39,0.215000004,13.6727321,100.6086437
0102100R01,16.271,18.385,0.219999984,13.6727411,100.6085985
0102100R01,16.276,18.38,0.180000007,13.6727501,100.608553
0102100R01,16.281,18.375,0.194999993,13.6727593,100.6085079
0102100R01,16.286,18.37,0.216666654,13.6727686,100.6084628
0102100R01,16.291,18.365,0.209999993,13.6727778,100.608418
0102100R01,16.296,18.36,0.219999999,13.6727875,100.6083727
0102100R01,16.301,18.355,0.216666684,13.6727973,100.6083274
0102100R01,16.306,18.35,0.194999993,13.6728072,100.6082822
0102100R01,16.311,18.345,0.219999999,13.6728172,100.6082369
0102100R01,16.316,18.34,0.209999993,13.6728276,100.6081919
0102100R01,16.321,18.335,0.204999998,13.6728381,100.6081468
0102100R01,16.326,18.33,0.209999993,13.6728485,100.6081021
0102100R01,16.331,18.325,0.209999993,13.6728599,100.6080579
0102100R01,16.336,18.32,0.200000003,13.6728715,100.6080142
0102100R01,16.341,18.315,0.209999993,13.6728831,100.6079707
0102100R01,16.346,18.31,0.189999998,13.6728949,100.6079271
0102100R01,16.351,18.305,0.200000003,13.6729078,100.6078821
0102100R01,16.356,18.3,0.189999998,13.6729207,100.6078373
0102100R01,16.361,18.295,0.170000002,13.6729334,100.6077929
0102100R01,16.366,18.29,0.176666677,13.6729469,100.6077489
0102100R01,16.371,18.285,0.189999998,13.6729606,100.6077053
0102100R01,16.376,18.28,0.185000002,13.6729742,100.6076621
0102100R01,16.381,18.275,0.193333328,13.6729877,100.6076192
0102100R01,16.386,18.27,0.200000003,13.6730033,100.6075748
0102100R01,16.391,18.265,0.194999993,13.6730187,100.6075308
0102100R01,16.396,18.26,0.180000007,13.673034,100.6074869
0102100R01,16.401,18.255,0.180000007,13.67305,100.6074437
0102100R01,16.406,18.25,0.175000012,13.6730671,100.6074007
0102100R01,16.411,18.245,0.189999998,13.6730842,100.6073577
0102100R01,16.416,18.24,0.180000007,13.673101,100.6073153
0102100R01,16.421,18.235,0.189999998,13.6731187,100.6072728
0102100R01,16.426,18.23,0.186666667,13.6731369,100.6072302
0102100R01,16.431,18.225,0.193333328,13.6731549,100.6071879
0102100R01,16.436,18.22,0.209999993,13.6731727,100.607146
0102100R01,16.441,18.215,0.226666674,13.6731921,100.607104
0102100R01,16.446,18.21,0.186666667,13.6732117,100.6070622
0102100R01,16.451,18.205,0.215000004,13.6732313,100.6070203
0102100R01,16.456,18.2,0.180000007,13.6732507,100.6069791
0102100R01,16.461,18.195,0.193333328,13.6732715,100.606938
0102100R01,16.466,18.19,0.185000002,13.6732924,100.606897
0102100R01,16.471,18.185,0.189999998,13.6733131,100.6068564
0102100R01,16.476,18.18,0.200000003,13.6733338,100.6068156
0102100R01,16.481,18.175,0.194999993,13.6733559,100.6067752
0102100R01,16.486,18.17,0.164999992,13.6733781,100.6067346
0102100R01,16.491,18.165,0.176666677,13.6734001,100.6066944
0102100R01,16.496,18.16,0.200000003,13.6734221,100.6066541
0102100R01,16.501,18.155,0.194999993,13.6734457,100.6066142
0102100R01,16.506,18.15,0.159999996,13.6734691,100.6065746
0102100R01,16.511,18.145,0.173333347,13.6734925,100.6065351
0102100R01,16.516,18.14,0.200000003,13.6735158,100.6064956
0102100R01,16.521,18.135,0.216666654,13.6735404,100.6064566
0102100R01,16.526,18.13,0.186666667,13.6735648,100.606418
0102100R01,16.531,18.125,0.219999999,13.6735893,100.6063791
0102100R01,16.536,18.12,0.206666663,13.6736138,100.6063403
0102100R01,16.541,18.115,0.196666673,13.6736396,100.6063022
0102100R01,16.546,18.11,0.200000003,13.6736653,100.6062646
0102100R01,16.551,18.105,0.209999993,13.6736911,100.6062266
0102100R01,16.556,18.1,0.219999984,13.6737169,100.6061888
0102100R01,16.561,18.095,0.215000004,13.6737443,100.6061518
0102100R01,16.566,18.09,0.200000003,13.6737718,100.6061151
0102100R01,16.571,18.085,0.186666667,13.6737992,100.6060785
0102100R01,16.576,18.08,0.175000012,13.6738267,100.6060417
0102100R01,16.581,18.075,0.219999999,13.6738552,100.6060057
0102100R01,16.586,18.07,0.200000003,13.673884,100.6059698
0102100R01,16.591,18.065,0.215000004,13.6739128,100.605934
0102100R01,16.596,18.06,0.209999993,13.6739416,100.6058983
0102100R01,16.601,18.055,0.189999998,13.6739708,100.6058635
0102100R01,16.606,18.05,0.200000003,13.6740004,100.6058291
0102100R01,16.611,18.045,0.215000004,13.67403,100.6057948
0102100R01,16.616,18.04,0.209999993,13.6740594,100.6057606
0102100R01,16.621,18.035,0.189999998,13.6740896,100.6057265
0102100R01,16.626,18.03,0.194999993,13.6741209,100.6056922
0102100R01,16.631,18.025,0.200000003,13.6741521,100.6056582
0102100R01,16.636,18.02,0.206666663,13.6741832,100.6056242
0102100R01,16.641,18.015,0.209999993,13.6742148,100.6055905
0102100R01,16.646,18.01,0.204999998,13.6742471,100.6055579
0102100R01,16.651,18.005,0.189999998,13.6742794,100.6055254
0102100R01,16.656,18,0.194999993,13.6743114,100.6054932
0102100R01,16.661,17.995,0.209999993,13.6743436,100.6054608
0102100R01,16.666,17.99,0.193333328,13.6743769,100.6054292
0102100R01,16.671,17.985,0.200000003,13.67441,100.6053977
0102100R01,16.676,17.98,0.219999999,13.674443,100.6053663
0102100R01,16.681,17.975,0.236666664,13.6744762,100.6053348
0102100R01,16.686,17.97,0.209999993,13.67451,100.6053043
0102100R01,16.691,17.965,0.189999998,13.6745442,100.6052738
0102100R01,16.696,17.96,0.216666654,13.6745781,100.6052436
0102100R01,16.701,17.955,0.223333344,13.6746123,100.6052132
0102100R01,16.706,17.95,0.224999994,13.6746471,100.6051837
0102100R01,16.711,17.945,0.216666654,13.6746822,100.6051552
0102100R01,16.716,17.94,0.236666664,13.6747178,100.6051265
0102100R01,16.721,17.935,0.219999999,13.6747531,100.6050978
0102100R01,16.726,17.93,0.230000004,13.6747889,100.6050694
0102100R01,16.731,17.925,0.24666667,13.6748253,100.605042
0102100R01,16.736,17.92,0.245000005,13.6748618,100.6050146
0102100R01,16.741,17.915,0.185000002,13.6748985,100.604987
0102100R01,16.746,17.91,0.186666667,13.674935,100.6049595
0102100R01,16.751,17.905,0.185000002,13.6749718,100.6049334
0102100R01,16.756,17.9,0.254999995,13.675009,100.604907
0102100R01,16.761,17.895,0.213333324,13.6750459,100.6048809
0102100R01,16.766,17.89,0.245000005,13.675083,100.6048546
0102100R01,16.771,17.885,0.234999999,13.6751205,100.6048292
0102100R01,16.776,17.88,0.25333333,13.6751585,100.6048042
0102100R01,16.781,17.875,0.266666651,13.6751967,100.6047792
0102100R01,16.786,17.87,0.25999999,13.6752346,100.6047543
0102100R01,16.791,17.865,0.230000004,13.6752731,100.6047295
0102100R01,16.796,17.86,0.233333334,13.6753122,100.6047058
0102100R01,16.801,17.855,0.234999999,13.6753515,100.6046819
0102100R01,16.806,17.85,0.25333333,13.6753907,100.604658
0102100R01,16.811,17.845,0.24666667,13.6754299,100.6046343
0102100R01,16.816,17.84,0.264999986,13.6754697,100.6046121
0102100R01,16.821,17.835,0.239999995,13.6755093,100.6045901
0102100R01,16.826,17.83,0.236666664,13.6755491,100.604568
0102100R01,16.831,17.825,0.25,13.675589,100.6045458
0102100R01,16.836,17.82,0.224999994,13.6756296,100.6045253
0102100R01,16.841,17.815,0.226666674,13.6756705,100.6045052
0102100R01,16.846,17.81,0.245000005,13.6757114,100.6044851
0102100R01,16.851,17.805,0.230000004,13.6757523,100.604465
0102100R01,16.856,17.8,0.206666663,13.6757935,100.6044457
0102100R01,16.861,17.795,0.209999993,13.6758347,100.6044271
0102100R01,16.866,17.79,0.25,13.6758762,100.6044084
0102100R01,16.871,17.785,0.206666663,13.6759175,100.6043897
0102100R01,16.876,17.78,0.223333344,13.6759587,100.6043717
0102100R01,16.88,17.775,0.239999995,13.6760011,100.6043546
0102100R01,16.886,17.77,0.25333333,13.6760432,100.6043375
0102100R01,16.891,17.765,0.263333321,13.6760855,100.6043203
0102100R01,16.896,17.76,0.25999999,13.6761275,100.6043034
0102100R01,16.901,17.755,0.24000001,13.6761699,100.6042875
0102100R01,16.905,17.75,0.236666664,13.6762124,100.6042716
0102100R01,16.911,17.745,0.239999995,13.6762548,100.6042558
0102100R01,16.916,17.74,0.254999995,13.6762971,100.60424
0102100R01,16.921,17.735,0.266666681,13.6763399,100.6042253
0102100R01,16.926,17.73,0.280000001,13.6763829,100.6042109
0102100R01,16.931,17.725,0.239999995,13.6764258,100.6041965
0102100R01,16.936,17.72,0.239999995,13.6764686,100.6041821
0102100R01,16.941,17.715,0.25,13.6765117,100.6041685
0102100R01,16.946,17.71,0.245000005,13.6765552,100.6041558
0102100R01,16.951,17.705,0.239999995,13.6765982,100.6041432
0102100R01,16.956,17.7,0.224999994,13.6766417,100.6041305
0102100R01,16.961,17.695,0.239999995,13.676685,100.604118
0102100R01,16.966,17.69,0.223333314,13.676729,100.6041067
0102100R01,16.971,17.685,0.216666654,13.6767727,100.6040955
0102100R01,16.976,17.68,0.185000002,13.6768164,100.6040843
0102100R01,16.981,17.675,0.200000003,13.6768604,100.604073
0102100R01,16.986,17.67,0.200000003,13.6769044,100.6040634
0102100R01,16.991,17.665,0.219999999,13.6769487,100.6040543
0102100R01,16.996,17.66,0.193333328,13.6769931,100.6040451
0102100R01,17.001,17.655,0.48666665,13.6770371,100.604036
0102100R01,17.006,17.65,0.219999999,13.6770813,100.6040271
0102100R01,17.011,17.645,0.224999994,13.6771259,100.6040184
0102100R01,17.016,17.64,0.143333331,13.6771703,100.6040098
0102100R01,17.021,17.635,0.209999993,13.6772148,100.6040011
0102100R01,17.026,17.63,0.199999988,13.6772589,100.6039925
0102100R01,17.031,17.625,0.236666664,13.6773036,100.6039845
0102100R01,17.036,17.62,0.230000004,13.6773481,100.6039765
0102100R01,17.041,17.615,0.234999999,13.6773924,100.6039685
0102100R01,17.046,17.61,0.216666654,13.677437,100.6039605
0102100R01,17.051,17.605,0.199999988,13.6774813,100.6039527
0102100R01,17.056,17.6,0.200000003,13.6775259,100.6039449
0102100R01,17.061,17.595,0.203333333,13.6775702,100.6039371
0102100R01,17.066,17.59,0.196666673,13.6776145,100.6039294
0102100R01,17.071,17.585,0.219999999,13.677659,100.6039214
0102100R01,17.076,17.58,0.193333328,13.6777033,100.6039132
0102100R01,17.081,17.575,0.176666677,13.6777476,100.6039049
0102100R01,17.086,17.57,0.185000002,13.677792,100.6038966
0102100R01,17.091,17.565,0.185000002,13.6778362,100.6038884
0102100R01,17.096,17.56,0.189999998,13.6778809,100.6038805
0102100R01,17.101,17.555,0.194999993,13.6779257,100.6038727
0102100R01,17.106,17.55,0.175000012,13.6779707,100.6038649
0102100R01,17.111,17.545,0.186666667,13.6780157,100.603857
0102100R01,17.116,17.54,0.175000012,13.6780602,100.603849
0102100R01,17.121,17.535,0.189999998,13.6781049,100.6038407
0102100R01,17.126,17.53,0.206666663,13.6781494,100.6038324
0102100R01,17.131,17.525,0.24000001,13.6781941,100.6038242
0102100R01,17.136,17.52,0.180000007,13.6782386,100.6038159
0102100R01,17.141,17.515,0.209999993,13.6782831,100.6038076
0102100R01,17.146,17.51,0.186666667,13.6783279,100.6037993
0102100R01,17.151,17.505,0.175000012,13.6783722,100.6037911
0102100R01,17.156,17.5,0.180000007,13.6784169,100.6037828
0102100R01,17.161,17.495,0.189999998,13.6784612,100.6037747
0102100R01,17.166,17.49,0.189999998,13.6785053,100.6037667
0102100R01,17.171,17.485,0.176666662,13.6785495,100.6037587
0102100R01,17.176,17.48,0.203333333,13.6785935,100.6037507
0102100R01,17.181,17.475,0.209999993,13.6786381,100.6037427
0102100R01,17.186,17.47,0.194999993,13.6786831,100.6037346
0102100R01,17.191,17.465,0.196666673,13.6787277,100.6037266
0102100R01,17.196,17.46,0.215000004,13.6787727,100.6037185
0102100R01,17.201,17.455,0.224999994,13.6788175,100.6037105
0102100R01,17.206,17.45,0.203333333,13.6788616,100.6037023
0102100R01,17.211,17.445,0.209999993,13.6789062,100.603694
0102100R01,17.216,17.44,0.189999998,13.6789503,100.6036858
0102100R01,17.221,17.435,0.206666663,13.6789949,100.6036775
0102100R01,17.226,17.43,0.180000007,13.6790391,100.6036692
0102100R01,17.231,17.425,0.189999998,13.6790836,100.6036607
0102100R01,17.236,17.42,0.196666673,13.679128,100.6036522
0102100R01,17.241,17.415,0.200000003,13.6791723,100.6036438
0102100R01,17.246,17.41,0.200000003,13.6792165,100.6036356
0102100R01,17.251,17.405,0.200000003,13.6792609,100.6036277
0102100R01,17.256,17.4,0.219999984,13.6793051,100.60362
0102100R01,17.261,17.395,0.175000012,13.6793494,100.6036122
0102100R01,17.266,17.39,0.176666662,13.6793936,100.6036044
0102100R01,17.271,17.385,0.216666654,13.6794383,100.6035963
0102100R01,17.276,17.38,0.230000004,13.6794829,100.6035883
0102100R01,17.281,17.375,0.239999995,13.6795273,100.6035803
0102100R01,17.286,17.37,0.163333341,13.679572,100.6035722
0102100R01,17.291,17.365,0.185000002,13.6796165,100.603564
0102100R01,17.296,17.36,0.209999993,13.6796611,100.6035557
0102100R01,17.301,17.355,0.216666654,13.6797053,100.6035475
0102100R01,17.306,17.35,0.194999993,13.6797498,100.6035393
0102100R01,17.311,17.345,0.215000004,13.6797944,100.6035311
0102100R01,17.316,17.34,0.233333334,13.6798384,100.6035231
0102100R01,17.321,17.335,0.219999999,13.679883,100.603515
0102100R01,17.326,17.33,0.189999998,13.6799273,100.6035069
0102100R01,17.331,17.325,0.170000002,13.6799718,100.6034989
0102100R01,17.336,17.32,0.196666658,13.6800163,100.6034909
0102100R01,17.341,17.315,0.219999999,13.6800608,100.6034828
0102100R01,17.346,17.31,0.216666654,13.6801055,100.6034748
0102100R01,17.351,17.305,0.189999998,13.6801501,100.6034667
0102100R01,17.356,17.3,0.140000001,13.6801944,100.6034587
0102100R01,17.361,17.295,0.189999998,13.6802391,100.6034506
0102100R01,17.366,17.29,0.206666663,13.6802834,100.6034425
0102100R01,17.371,17.285,0.180000007,13.6803278,100.6034345
0102100R01,17.376,17.28,0.180000007,13.6803724,100.6034264
0102100R01,17.381,17.275,0.186666667,13.6804168,100.6034184
0102100R01,17.386,17.27,0.189999998,13.6804613,100.6034103
0102100R01,17.391,17.265,0.150000006,13.6805056,100.6034023
0102100R01,17.396,17.26,0.180000007,13.6805501,100.6033942
0102100R01,17.401,17.255,0.175000012,13.6805947,100.6033861
0102100R01,17.406,17.25,0.180000007,13.680639,100.603378
0102100R01,17.411,17.245,0.163333341,13.6806835,100.6033699
0102100R01,17.416,17.24,0.13499999,13.6807278,100.6033618
0102100R01,17.421,17.235,0.159999996,13.6807725,100.6033535
0102100R01,17.426,17.23,0.200000003,13.6808173,100.6033452
0102100R01,17.431,17.225,0.173333332,13.6808615,100.6033369
0102100R01,17.436,17.22,0.145000011,13.6809063,100.6033286
0102100R01,17.441,17.215,0.156666666,13.6809509,100.6033203
0102100R01,17.446,17.21,0.163333341,13.680995,100.603312
0102100R01,17.451,17.205,0.200000003,13.6810397,100.6033036
0102100R01,17.456,17.2,0.215000004,13.681084,100.6032953
0102100R01,17.461,17.195,0.219999984,13.6811285,100.6032869
0102100R01,17.466,17.19,0.230000004,13.681173,100.6032791
0102100R01,17.471,17.185,0.215000004,13.6812176,100.6032712
0102100R01,17.476,17.18,0.219999984,13.6812625,100.6032633
0102100R01,17.481,17.175,0.204999998,13.6813071,100.6032555
0102100R01,17.486,17.17,0.200000003,13.6813514,100.603245
0102100R01,17.491,17.165,0.170000002,13.6813956,100.6032327
0102100R01,17.496,17.16,0.180000007,13.6814399,100.6032204
0102100R01,17.501,17.155,0.200000003,13.681484,100.6032082
0102100R01,17.506,17.15,0.196666658,13.6815283,100.6031983
0102100R01,17.511,17.145,0.196666658,13.6815731,100.6031946
0102100R01,17.516,17.14,0.209999993,13.6816179,100.6031909
0102100R01,17.521,17.135,0.199999988,13.6816625,100.6031872
0102100R01,17.526,17.13,0.183333337,13.6817074,100.6031834
0102100R01,17.531,17.125,0.189999998,13.6817517,100.6031757
0102100R01,17.536,17.12,0.209999993,13.6817964,100.6031678
0102100R01,17.541,17.115,0.223333344,13.6818407,100.60316
0102100R01,17.546,17.11,0.209999993,13.6818852,100.6031521
0102100R01,17.551,17.105,0.204999998,13.6819299,100.603144
0102100R01,17.556,17.1,0.186666667,13.6819742,100.603136
0102100R01,17.561,17.095,0.204999998,13.6820188,100.6031278
0102100R01,17.566,17.09,0.200000003,13.6820634,100.6031197
0102100R01,17.571,17.085,0.209999993,13.682108,100.6031116
0102100R01,17.576,17.08,0.215000004,13.6821524,100.6031035
0102100R01,17.581,17.075,0.199999988,13.6821969,100.6030954
0102100R01,17.586,17.07,0.206666663,13.6822414,100.6030873
0102100R01,17.591,17.065,0.185000002,13.6822861,100.6030791
0102100R01,17.596,17.06,0.175000012,13.6823305,100.603071
0102100R01,17.601,17.055,0.163333327,13.6823754,100.6030629
0102100R01,17.606,17.05,0.153333336,13.68242,100.6030548
0102100R01,17.611,17.045,0.159999996,13.6824645,100.6030468
0102100R01,17.616,17.04,0.163333341,13.6825091,100.6030386
0102100R01,17.621,17.035,0.173333347,13.6825533,100.6030306
0102100R01,17.626,17.03,0.155000001,13.6825977,100.6030225
0102100R01,17.631,17.025,0.166666672,13.6826419,100.6030144
0102100R01,17.636,17.02,0.153333336,13.6826862,100.6030063
0102100R01,17.641,17.015,0.159999996,13.6827309,100.6029979
0102100R01,17.646,17.01,0.13499999,13.6827751,100.6029897
0102100R01,17.651,17.005,0.180000007,13.6828196,100.6029814
0102100R01,17.656,17,0.180000007,13.6828642,100.6029731
0102100R01,17.661,16.995,0.204999998,13.6829087,100.6029648
0102100R01,17.666,16.99,0.180000007,13.6829531,100.6029565
0102100R01,17.671,16.985,0.200000003,13.6829975,100.6029482
0102100R01,17.676,16.98,0.209999993,13.6830422,100.6029399
0102100R01,17.681,16.975,0.203333333,13.6830867,100.6029316
0102100R01,17.686,16.97,0.229999989,13.6831309,100.6029233
0102100R01,17.691,16.965,0.224999994,13.6831756,100.602915
0102100R01,17.696,16.96,0.230000004,13.6832199,100.6029067
0102100R01,17.701,16.955,0.233333334,13.6832645,100.6028984
0102100R01,17.706,16.95,0.224999994,13.6833087,100.6028902
0102100R01,17.711,16.945,0.216666654,13.6833531,100.6028819
0102100R01,17.716,16.94,0.25,13.6833978,100.6028735
0102100R01,17.721,16.935,0.215000004,13.683442,100.6028653
0102100R01,17.726,16.93,0.213333324,13.6834866,100.6028572
0102100R01,17.731,16.925,0.206666663,13.6835311,100.6028491
0102100R01,17.736,16.92,0.215000004,13.6835756,100.6028411
0102100R01,17.741,16.915,0.200000003,13.68362,100.602833
0102100R01,17.746,16.91,0.203333333,13.6836645,100.6028252
0102100R01,17.751,16.905,0.200000003,13.6837093,100.6028176
0102100R01,17.756,16.9,0.189999998,13.683754,100.6028099
