Section,Distance (km),Sub Distance (km),GNaverage,Latitude,Longitude
0101100R03,99.134,7.49,0.289999992,13.7166195,100.5557903
0101100R03,99.139,7.485,0.284999996,13.7166399,100.5557496
0101100R03,99.144,7.48,0.25999999,13.7166572,100.5557097
0101100R03,99.149,7.475,0.25,13.7166744,100.5556702
0101100R03,99.154,7.47,0.254999995,13.7166964,100.5556334
0101100R03,99.159,7.465,0.289999992,13.7167215,100.555598
0101100R03,99.164,7.46,0.266666681,13.7167469,100.5555628
0101100R03,99.169,7.455,0.280000001,13.7167765,100.5555282
0101100R03,99.174,7.45,0.350000024,13.7168058,100.5554938
0101100R03,99.179,7.445,0.24666667,13.7168291,100.5554503
0101100R03,99.184,7.44,0.209999993,13.7168459,100.5553972
0101100R03,99.189,7.435,0.200000003,13.7168627,100.5553443
0101100R03,99.194,7.43,0.230000004,13.7168875,100.5553032
0101100R03,99.199,7.425,0.269999981,13.7169137,100.5552638
0101100R03,99.204,7.42,0.290000021,13.7169398,100.5552246
0101100R03,99.209,7.415,0.370000005,13.7169657,100.5551857
0101100R03,99.214,7.41,0.293333322,13.7169914,100.5551471
0101100R03,99.219,7.405,0.264999986,13.717017,100.5551087
0101100R03,99.224,7.4,0.239999995,13.7170424,100.5550705
0101100R03,99.229,7.395,0.25666666,13.7170676,100.5550326
0101100R03,99.234,7.39,0.25999999,13.7170901,100.5549962
0101100R03,99.239,7.385,0.230000004,13.7171117,100.55496
0101100R03,99.244,7.38,0.25999999,13.7171333,100.554924
0101100R03,99.249,7.375,0.206666663,13.7171548,100.554888
0101100R03,99.254,7.37,0.194999993,13.7171762,100.5548525
0101100R03,99.259,7.365,0.234999999,13.7171985,100.5548163
0101100R03,99.264,7.36,0.25,13.7172278,100.5547768
0101100R03,99.269,7.355,0.254999995,13.7172567,100.5547379
0101100R03,99.274,7.35,0.25999999,13.7172851,100.5546995
0101100R03,99.279,7.345,0.313333362,13.7173134,100.5546615
0101100R03,99.284,7.34,0.329999983,13.7173413,100.5546238
0101100R03,99.289,7.335,0.219999999,13.717369,100.5545864
0101100R03,99.294,7.33,0.236666679,13.7173964,100.5545496
0101100R03,99.299,7.325,0.24666667,13.7174237,100.5545127
0101100R03,99.304,7.32,0.270000011,13.7174508,100.5544761
0101100R03,99.309,7.315,0.24333334,13.7174774,100.5544398
0101100R03,99.314,7.31,0.24333334,13.7175038,100.5544036
0101100R03,99.319,7.305,0.270000011,13.7175301,100.5543678
0101100R03,99.324,7.3,0.269999981,13.7175569,100.5543308
0101100R03,99.329,7.295,0.276666671,13.7175835,100.554294
0101100R03,99.334,7.29,0.284999996,13.7176099,100.5542575
0101100R03,99.339,7.285,0.25999999,13.717638,100.5542213
