Section,Distance (km),Sub Distance (km),,Latitude,Longitude
0101100F02,75.106,3.195,0.25,13.7532489,100.5473582
0101100F02,75.111,3.2,0.25999999,13.7532244,100.547396
0101100F02,75.116,3.205,0.270000011,13.7532,100.5474349
0101100F02,75.121,3.21,0.276666671,13.7531757,100.5474731
0101100F02,75.126,3.215,0.270000011,13.753151,100.5475113
0101100F02,75.131,3.22,0.284999996,13.7531264,100.5475504
0101100F02,75.136,3.225,0.263333321,13.7531018,100.5475895
0101100F02,75.141,3.23,0.25333333,13.753077,100.5476276
0101100F02,75.146,3.235,0.25999999,13.7530517,100.547666
0101100F02,75.151,3.24,0.366666675,13.7530265,100.5477042
0101100F02,75.156,3.245,0.25333333,13.7530013,100.5477424
0101100F02,75.161,3.25,0.264999986,13.7529756,100.54778
0101100F02,75.166,3.255,0.266666651,13.7529484,100.5478171
0101100F02,75.171,3.26,0.270000011,13.7529217,100.5478543
0101100F02,75.176,3.265,0.25999999,13.7528949,100.5478918
0101100F02,75.181,3.27,0.25999999,13.7528679,100.5479293
0101100F02,75.186,3.275,0.276666671,13.7528408,100.5479664
0101100F02,75.191,3.28,0.270000011,13.7528139,100.5480031
0101100F02,75.196,3.285,0.275000006,13.7527861,100.5480394
0101100F02,75.201,3.29,0.24666667,13.7527584,100.5480753
0101100F02,75.206,3.295,0.254999995,13.7527304,100.5481116
0101100F02,75.211,3.3,0.230000004,13.7527016,100.5481475
0101100F02,75.216,3.305,0.24666667,13.7526723,100.5481828
0101100F02,75.221,3.31,0.219999999,13.7526423,100.5482177
0101100F02,75.226,3.315,0.239999995,13.7526123,100.5482521
0101100F02,75.231,3.32,0.25999999,13.7525821,100.548286
0101100F02,75.236,3.325,0.200000003,13.7525511,100.5483205
0101100F02,75.241,3.33,0.180000007,13.7525198,100.5483551
0101100F02,75.246,3.335,0.206666663,13.7524888,100.5483881
0101100F02,75.251,3.34,0.186666667,13.7524575,100.5484209
0101100F02,75.256,3.345,0.189999998,13.7524257,100.5484535
0101100F02,75.261,3.35,0.216666684,13.7523929,100.5484866
0101100F02,75.266,3.355,0.223333344,13.7523593,100.5485179
0101100F02,75.271,3.36,0.224999994,13.7523262,100.5485492
0101100F02,75.276,3.365,0.215000004,13.7522926,100.5485805
0101100F02,75.281,3.37,0.25,13.7522588,100.5486112
0101100F02,75.286,3.375,0.230000004,13.752224,100.5486421
0101100F02,75.291,3.38,0.204999998,13.7521901,100.5486717
0101100F02,75.296,3.385,0.233333334,13.7521557,100.5487014
0101100F02,75.301,3.39,0.239999995,13.7521208,100.5487306
0101100F02,75.306,3.395,0.224999994,13.7520858,100.548759
0101100F02,75.311,3.4,0.24666667,13.75205,100.5487871
0101100F02,75.316,3.405,0.234999999,13.7520136,100.5488147
0101100F02,75.321,3.41,0.230000004,13.7519783,100.5488426
0101100F02,75.326,3.415,0.280000001,13.7519421,100.5488698
0101100F02,75.331,3.42,0.213333324,13.7519048,100.5488959
0101100F02,75.336,3.425,0.239999995,13.7518672,100.5489216
0101100F02,75.341,3.43,0.24333334,13.7518304,100.5489476
0101100F02,75.346,3.435,0.273333341,13.7517935,100.5489733
0101100F02,75.351,3.44,0.25,13.7517554,100.5489988
0101100F02,75.356,3.445,0.200000003,13.7517161,100.5490248
0101100F02,75.361,3.45,0.193333328,13.7516778,100.5490489
0101100F02,75.366,3.455,0.164999992,13.7516389,100.5490727
0101100F02,75.371,3.46,0.189999998,13.7515999,100.5490958
0101100F02,75.376,3.465,0.203333333,13.7515613,100.5491188
0101100F02,75.381,3.47,0.185000002,13.7515221,100.5491403
0101100F02,75.386,3.475,0.209999993,13.7514831,100.5491623
0101100F02,75.391,3.48,0.236666664,13.7514419,100.5491867
0101100F02,75.396,3.485,0.264999986,13.7514019,100.549208
0101100F02,75.401,3.49,0.264999986,13.7513621,100.549227
0101100F02,75.406,3.495,0.25,13.7513207,100.5492473
0101100F02,75.411,3.5,0.25666666,13.7512804,100.5492667
0101100F02,75.416,3.505,0.239999995,13.7512404,100.5492855
0101100F02,75.421,3.51,0.233333334,13.7511993,100.5493042
0101100F02,75.426,3.515,0.25,13.751158,100.5493229
0101100F02,75.431,3.52,0.25,13.7511165,100.5493408
0101100F02,75.436,3.525,0.24000001,13.7510746,100.5493586
0101100F02,75.441,3.53,0.25999999,13.7510329,100.5493755
0101100F02,75.446,3.535,0.25999999,13.7509907,100.5493921
0101100F02,75.451,3.54,0.25999999,13.7509481,100.5494082
0101100F02,75.456,3.545,0.263333321,13.7509068,100.5494237
0101100F02,75.461,3.55,0.270000011,13.7508642,100.5494396
0101100F02,75.466,3.555,0.280000001,13.7508208,100.5494547
0101100F02,75.471,3.56,0.270000011,13.7507774,100.5494697
0101100F02,75.476,3.565,0.254999995,13.750734,100.5494847
0101100F02,75.481,3.57,0.25,13.750692,100.5494982
0101100F02,75.486,3.575,0.263333321,13.7506479,100.5495114
0101100F02,75.491,3.58,0.254999995,13.7506033,100.5495248
0101100F02,75.496,3.585,0.264999986,13.75056,100.5495369
0101100F02,75.501,3.59,0.273333341,13.750516,100.5495488
0101100F02,75.506,3.595,0.280000001,13.7504728,100.5495609
0101100F02,75.511,3.6,0.280000001,13.7504282,100.5495725
0101100F02,75.516,3.605,0.270000011,13.7503844,100.5495832
0101100F02,75.521,3.61,0.263333321,13.7503415,100.5495933
0101100F02,75.526,3.615,0.284999996,13.7502977,100.5496027
0101100F02,75.531,3.62,0.276666671,13.7502535,100.5496121
0101100F02,75.536,3.625,0.280000001,13.7502102,100.5496212
0101100F02,75.541,3.63,0.275000006,13.7501657,100.5496302
0101100F02,75.546,3.635,0.270000011,13.7501218,100.5496388
0101100F02,75.551,3.64,0.270000011,13.7500776,100.549647
0101100F02,75.556,3.645,0.270000011,13.750033,100.5496553
0101100F02,75.561,3.65,0.264999986,13.7499882,100.5496637
0101100F02,75.566,3.655,0.280000001,13.7499434,100.5496714
0101100F02,75.571,3.66,0.270000011,13.7498986,100.5496789
0101100F02,75.576,3.665,0.270000011,13.7498541,100.5496861
0101100F02,75.581,3.67,0.25999999,13.7498093,100.5496932
0101100F02,75.586,3.675,0.25999999,13.7497652,100.5497001
0101100F02,75.591,3.68,0.280000001,13.7497202,100.549707
0101100F02,75.596,3.685,0.276666671,13.7496757,100.5497136
0101100F02,75.601,3.69,0.280000001,13.7496308,100.54972
0101100F02,75.606,3.695,0.270000011,13.7495865,100.5497261
0101100F02,75.611,3.7,0.296666682,13.7495425,100.5497317
0101100F02,75.616,3.705,0.26333335,13.7494984,100.5497368
0101100F02,75.621,3.71,0.269999981,13.7494542,100.5497415
0101100F02,75.626,3.715,0.300000012,13.7494101,100.5497461
0101100F02,75.631,3.72,0.310000002,13.7493653,100.5497509
0101100F02,75.636,3.725,0.310000002,13.7493196,100.5497574
0101100F02,75.641,3.73,0.300000012,13.7492742,100.5497651
0101100F02,75.646,3.735,0.310000002,13.749229,100.549772
0101100F02,75.651,3.74,0.310000002,13.7491844,100.5497784
0101100F02,75.656,3.745,0.300000012,13.7491395,100.5497852
0101100F02,75.661,3.75,0.300000012,13.7490943,100.5497923
0101100F02,75.666,3.755,0.300000012,13.7490493,100.549798
0101100F02,75.671,3.76,0.284999996,13.749004,100.5498022
0101100F02,75.676,3.765,0.296666682,13.7489591,100.5498053
0101100F02,75.681,3.77,0.25999999,13.7489151,100.5498062
0101100F02,75.686,3.775,0.270000011,13.748871,100.5498083
0101100F02,75.691,3.78,0.273333341,13.7488247,100.549818
0101100F02,75.696,3.785,0.299999982,13.7487789,100.5498276
0101100F02,75.701,3.79,0.355000019,13.7487336,100.5498328
0101100F02,75.706,3.795,0.330000013,13.748688,100.5498372
0101100F02,75.711,3.8,0.306666672,13.7486431,100.5498421
0101100F02,75.716,3.805,0.295000017,13.748598,100.5498472
0101100F02,75.721,3.81,0.280000001,13.7485533,100.5498523
0101100F02,75.726,3.815,0.263333321,13.7485084,100.5498576
0101100F02,75.731,3.82,0.275000006,13.7484631,100.5498629
0101100F02,75.736,3.825,0.280000001,13.7484182,100.5498679
0101100F02,75.741,3.83,0.286666662,13.7483723,100.5498729
0101100F02,75.746,3.835,0.280000001,13.7483272,100.5498778
0101100F02,75.751,3.84,0.275000006,13.7482826,100.5498826
0101100F02,75.756,3.845,0.269999981,13.7482377,100.5498872
0101100F02,75.761,3.85,0.280000001,13.7481938,100.5498917
0101100F02,75.766,3.855,0.245000005,13.7481484,100.5498962
0101100F02,75.771,3.86,0.239999995,13.7481034,100.5499006
0101100F02,75.776,3.865,0.230000004,13.7480585,100.5499053
0101100F02,75.781,3.87,0.245000005,13.7480137,100.54991
0101100F02,75.786,3.875,0.230000004,13.7479693,100.549915
0101100F02,75.791,3.88,0.189999998,13.7479246,100.5499201
0101100F02,75.796,3.885,0.275000006,13.7478796,100.5499253
0101100F02,75.801,3.89,0.25999999,13.7478348,100.5499306
0101100F02,75.806,3.895,0.293333352,13.747789,100.549936
0101100F02,75.811,3.9,0.25,13.7477444,100.5499405
0101100F02,75.816,3.905,0.230000004,13.7476992,100.5499452
0101100F02,75.821,3.91,0.230000004,13.7476548,100.5499496
0101100F02,75.826,3.915,0.25,13.7476083,100.5499542
0101100F02,75.831,3.92,0.275000006,13.7475641,100.5499588
0101100F02,75.836,3.925,0.25,13.7475173,100.5499636
0101100F02,75.841,3.93,0.204999998,13.7474728,100.5499679
0101100F02,75.846,3.935,0.245000005,13.7474273,100.5499725
0101100F02,75.851,3.94,0.276666671,13.7473823,100.549977
0101100F02,75.856,3.945,0.270000011,13.747337,100.5499854
0101100F02,75.861,3.95,0.264999986,13.7472915,100.5499931
0101100F02,75.866,3.955,0.276666671,13.7472493,100.5499833
0101100F02,75.871,3.96,0.340000004,13.7472053,100.5499924
0101100F02,75.876,3.965,0.324999988,13.74716,100.5499989
0101100F02,75.881,3.97,0.296666682,13.7471198,100.5500035
0101100F02,75.886,3.975,0.310000002,13.747081,100.550008
0101100F02,75.891,3.98,0.300000012,13.7470421,100.5500125
0101100F02,75.896,3.985,0.283333331,13.7470042,100.5500168
0101100F02,75.901,3.99,0.286666662,13.7469688,100.5500209
0101100F02,75.906,3.995,0.270000011,13.7469352,100.5500248
0101100F02,75.911,4,0.284999996,13.7469017,100.5500286
0101100F02,75.916,4.005,0.310000002,13.7468685,100.5500325
0101100F02,75.921,4.01,0.245000005,13.7468352,100.5500363
0101100F02,75.926,4.015,0.224999994,13.7468018,100.5500401
0101100F02,75.931,4.02,0.24333334,13.7467679,100.550044
0101100F02,75.936,4.025,0.219999999,13.7467334,100.550048
0101100F02,75.941,4.03,0.189999998,13.7466949,100.5500524
0101100F02,75.945,4.035,0.200000003,13.7466356,100.5500593
0101100F02,75.951,4.04,0.204999998,13.7465232,100.5500722
0101100F02,75.956,4.045,0.194999993,13.7464164,100.5500845
0101100F02,75.961,4.05,0.200000003,13.7463234,100.5500952
0101100F02,75.966,4.055,0.189999998,13.7462524,100.5501034
0101100F02,75.971,4.06,0.175000012,13.7461922,100.5501103
0101100F02,75.976,4.065,0.196666673,13.7461419,100.5501161
0101100F02,75.981,4.07,0.189999998,13.7460991,100.550121
0101100F02,75.986,4.075,0.194999993,13.746058,100.5501258
0101100F02,75.991,4.08,0.189999998,13.7460165,100.5501306
0101100F02,75.996,4.085,0.203333333,13.7459752,100.5501353
0101100F02,76.001,4.09,0.175000012,13.7459374,100.5501397
0101100F02,76.006,4.095,0.194999993,13.7459023,100.5501437
0101100F02,76.011,4.1,0.189999998,13.7458693,100.5501475
0101100F02,76.016,4.105,0.155000001,13.7458368,100.5501513
0101100F02,76.021,4.11,0.155000001,13.7458036,100.5501551
0101100F02,76.026,4.115,0.166666672,13.7457703,100.5501589
0101100F02,76.031,4.12,0.175000012,13.7457396,100.5501624
0101100F02,76.036,4.125,0.185000002,13.7457112,100.5501657
0101100F02,76.041,4.13,0.193333328,13.7456843,100.5501688
0101100F02,76.046,4.135,0.189999998,13.7456418,100.5501734
0101100F02,76.051,4.14,0.180000007,13.7455901,100.5501789
0101100F02,76.056,4.145,0.183333337,13.7455395,100.5501842
0101100F02,76.061,4.15,0.186666667,13.7454944,100.5501896
0101100F02,76.066,4.155,0.209999993,13.7454503,100.5501942
0101100F02,76.071,4.16,0.209999993,13.7454039,100.5501954
0101100F02,76.076,4.165,0.176666677,13.7453585,100.5501984
0101100F02,76.081,4.17,0.185000002,13.7453144,100.550203
0101100F02,76.086,4.175,0.180000007,13.7452709,100.5502103
0101100F02,76.091,4.18,0.170000002,13.7452281,100.5502181
0101100F02,76.096,4.185,0.159999996,13.7451829,100.5502231
0101100F02,76.101,4.19,0.150000006,13.745138,100.5502282
0101100F02,76.106,4.195,0.170000002,13.7450933,100.5502341
0101100F02,76.111,4.2,0.180000007,13.7450489,100.5502389
0101100F02,76.116,4.205,0.170000002,13.745005,100.5502416
0101100F02,76.121,4.21,0.170000002,13.7449612,100.5502448
0101100F02,76.126,4.215,0.185000002,13.7449171,100.5502489
0101100F02,76.131,4.22,0.200000003,13.7448726,100.550254
0101100F02,76.136,4.225,0.203333333,13.744828,100.5502599
0101100F02,76.141,4.23,0.203333333,13.7447838,100.5502651
0101100F02,76.146,4.235,0.215000004,13.7447402,100.5502695
0101100F02,76.151,4.24,0.186666667,13.7446966,100.5502744
0101100F02,76.156,4.245,0.160000011,13.7446532,100.5502802
0101100F02,76.161,4.25,0.175000012,13.7446168,100.5502856
0101100F02,76.166,4.255,0.179999992,13.7445944,100.5502906
0101100F02,76.171,4.26,0.196666673,13.744572,100.5502956
0101100F02,76.176,4.265,0.199999988,13.7445495,100.5503007
0101100F02,76.181,4.27,0.200000003,13.7445252,100.5503061
0101100F02,76.186,4.275,0.196666658,13.7444961,100.5503126
0101100F02,76.19,4.28,0.209999993,13.7444546,100.5503219
0101100F02,76.196,4.285,0.209999993,13.7443528,100.5503446
0101100F02,76.201,4.29,0.196666658,13.7442208,100.5503107
0101100F02,76.206,4.295,0.194999993,13.7441827,100.5503211
0101100F02,76.211,4.3,0.189999998,13.7441382,100.5503269
0101100F02,76.216,4.305,0.176666677,13.7440943,100.5503324
0101100F02,76.221,4.31,0.140000001,13.7440523,100.550339
0101100F02,76.226,4.315,0.175000012,13.7440132,100.5503467
0101100F02,76.231,4.32,0.180000007,13.7439682,100.5503525
0101100F02,76.236,4.325,0.176666677,13.7439229,100.5503572
0101100F02,76.241,4.33,0.164999992,13.7438787,100.5503631
0101100F02,76.246,4.335,0.180000007,13.7438339,100.5503681
0101100F02,76.251,4.34,0.183333337,13.743789,100.5503725
0101100F02,76.256,4.345,0.180000007,13.743744,100.5503771
0101100F02,76.261,4.35,0.160000011,13.7436997,100.5503823
0101100F02,76.266,4.355,0.176666677,13.7436564,100.5503882
0101100F02,76.271,4.36,0.189999998,13.7436111,100.5503932
0101100F02,76.276,4.365,0.189999998,13.743566,100.5503981
0101100F02,76.281,4.37,0.180000007,13.7435211,100.5504029
0101100F02,76.286,4.375,0.200000003,13.7434765,100.5504077
0101100F02,76.291,4.38,0.200000003,13.7434331,100.5504124
0101100F02,76.296,4.385,0.209999993,13.7433885,100.5504173
0101100F02,76.301,4.39,0.200000003,13.7433423,100.5504225
0101100F02,76.306,4.395,0.185000002,13.7432961,100.5504279
0101100F02,76.311,4.4,0.189999998,13.7432513,100.5504326
0101100F02,76.316,4.405,0.180000007,13.7432059,100.5504371
0101100F02,76.321,4.41,0.185000002,13.7431615,100.5504419
0101100F02,76.325,4.415,0.183333337,13.7431163,100.5504459
0101100F02,76.33,4.42,0.163333327,13.7430713,100.5504507
0101100F02,76.337,4.425,0.185000002,13.7430262,100.5504553
0101100F02,76.341,4.43,0.196666673,13.7429803,100.5504595
0101100F02,76.346,4.435,0.196666673,13.7429365,100.5504641
0101100F02,76.351,4.44,0.175000012,13.7428905,100.5504689
0101100F02,76.356,4.445,0.176666677,13.7428529,100.5504756
0101100F02,76.361,4.45,0.193333328,13.7428199,100.5504814
0101100F02,76.366,4.455,0.204999998,13.7427929,100.5504847
0101100F02,76.371,4.46,0.209999993,13.7427406,100.5504903
0101100F02,76.376,4.465,0.183333337,13.7426883,100.5504958
0101100F02,76.381,4.47,0.180000007,13.7426351,100.5505014
0101100F02,76.386,4.475,0.209999993,13.7425812,100.5505071
0101100F02,76.391,4.48,0.200000003,13.7425295,100.5505128
0101100F02,76.396,4.485,0.200000003,13.7424934,100.5505182
0101100F02,76.401,4.49,0.165000007,13.7424559,100.5505237
0101100F02,76.406,4.495,0.183333322,13.7424159,100.5505297
0101100F02,76.411,4.5,0.264999986,13.7423712,100.5505363
0101100F02,76.416,4.505,0.189999998,13.7423256,100.5505431
0101100F02,76.421,4.51,0.186666667,13.7422766,100.5505503
0101100F02,76.425,4.515,0.193333328,13.7422152,100.5505591
0101100F02,76.432,4.52,0.204999998,13.7421697,100.5505636
0101100F02,76.436,4.525,0.219999984,13.7421242,100.5505691
0101100F02,76.441,4.53,0.219999984,13.7420808,100.5505755
0101100F02,76.446,4.535,0.219999999,13.7420356,100.5505823
0101100F02,76.451,4.54,0.219999999,13.7419915,100.5505889
0101100F02,76.456,4.545,0.220000014,13.7419461,100.5505946
0101100F02,76.461,4.55,0.230000004,13.741902,100.5506009
0101100F02,76.466,4.555,0.219999999,13.741857,100.5506078
0101100F02,76.471,4.56,0.209999993,13.741812,100.5506146
0101100F02,76.476,4.565,0.219999999,13.7417681,100.550621
0101100F02,76.481,4.57,0.209999993,13.7417233,100.5506275
0101100F02,76.486,4.575,0.203333333,13.7416779,100.5506344
0101100F02,76.491,4.58,0.185000002,13.7416336,100.5506422
0101100F02,76.496,4.585,0.180000007,13.7415912,100.5506496
0101100F02,76.501,4.59,0.170000002,13.741545,100.5506551
0101100F02,76.506,4.595,0.173333332,13.7414986,100.5506615
0101100F02,76.511,4.6,0.200000003,13.7414542,100.5506696
0101100F02,76.516,4.605,0.206666663,13.7414096,100.5506771
0101100F02,76.521,4.61,0.183333337,13.7413648,100.5506848
0101100F02,76.526,4.615,0.194999993,13.7413215,100.5506923
0101100F02,76.531,4.62,0.25,13.7412774,100.5506997
0101100F02,76.536,4.625,0.216666684,13.7412337,100.5507071
0101100F02,76.541,4.63,0.209999993,13.741189,100.5507145
0101100F02,76.546,4.635,0.199999988,13.741145,100.5507216
0101100F02,76.551,4.64,0.206666663,13.7410988,100.5507289
0101100F02,76.556,4.645,0.209999993,13.741054,100.5507362
0101100F02,76.561,4.65,0.200000003,13.7410098,100.5507439
0101100F02,76.566,4.655,0.203333333,13.7409682,100.5507533
0101100F02,76.571,4.66,0.204999998,13.7409238,100.5507612
0101100F02,76.576,4.665,0.194999993,13.7408793,100.5507678
0101100F02,76.581,4.67,0.203333333,13.7408324,100.5507743
0101100F02,76.586,4.675,0.210000008,13.7407862,100.5507806
0101100F02,76.591,4.68,0.204999998,13.7407395,100.5507868
0101100F02,76.596,4.685,0.230000004,13.7406936,100.5507936
0101100F02,76.601,4.69,0.220000014,13.7406488,100.550801
0101100F02,76.606,4.695,0.215000004,13.7406029,100.5508077
0101100F02,76.611,4.7,0.223333314,13.7405571,100.5508138
0101100F02,76.616,4.705,0.206666663,13.7405135,100.5508208
0101100F02,76.621,4.71,0.199999988,13.7404713,100.5508283
0101100F02,76.626,4.715,0.199999988,13.7404278,100.5508351
0101100F02,76.631,4.72,0.219999984,13.7403827,100.5508411
0101100F02,76.636,4.725,0.215000004,13.7403379,100.5508469
0101100F02,76.641,4.73,0.170000002,13.7402931,100.5508527
0101100F02,76.646,4.735,0.203333333,13.7402484,100.5508585
0101100F02,76.651,4.74,0.210000008,13.7402037,100.5508642
0101100F02,76.656,4.745,0.204999998,13.7401595,100.5508699
0101100F02,76.661,4.75,0.206666663,13.7401147,100.5508753
0101100F02,76.666,4.755,0.209999993,13.7400696,100.5508806
0101100F02,76.671,4.76,0.210000008,13.7400236,100.550883
0101100F02,76.676,4.765,0.233333334,13.7399766,100.550883
0101100F02,76.681,4.77,0.239999995,13.7399308,100.5508837
0101100F02,76.686,4.775,0.219999999,13.7398869,100.5508878
0101100F02,76.691,4.78,0.216666654,13.7398429,100.550892
0101100F02,76.696,4.785,0.230000004,13.7397984,100.550897
0101100F02,76.701,4.79,0.230000004,13.7397534,100.5509024
0101100F02,76.706,4.795,0.233333334,13.7397088,100.5509076
0101100F02,76.711,4.8,0.226666674,13.7396643,100.5509126
0101100F02,76.716,4.805,0.230000004,13.739619,100.5509178
0101100F02,76.721,4.81,0.230000004,13.7395744,100.550923
0101100F02,76.726,4.815,0.25666666,13.7395289,100.5509284
0101100F02,76.731,4.82,0.264999986,13.7394837,100.550934
0101100F02,76.736,4.825,0.25,13.7394391,100.5509398
0101100F02,76.741,4.83,0.236666664,13.739394,100.5509454
0101100F02,76.746,4.835,0.215000004,13.7393491,100.5509507
0101100F02,76.751,4.84,0.215000004,13.7393033,100.5509566
0101100F02,76.756,4.845,0.186666667,13.7392555,100.5509648
0101100F02,76.761,4.85,0.200000003,13.7392076,100.5509729
0101100F02,76.766,4.855,0.209999993,13.7391638,100.5509782
0101100F02,76.771,4.86,0.213333324,13.7391197,100.5509836
0101100F02,76.776,4.865,0.209999993,13.739075,100.550989
0101100F02,76.781,4.87,0.209999993,13.739029,100.5509945
0101100F02,76.786,4.875,0.213333324,13.7389838,100.5509996
0101100F02,76.791,4.88,0.219999999,13.7389394,100.5510043
0101100F02,76.796,4.885,0.209999993,13.7388955,100.5510084
0101100F02,76.801,4.89,0.206666663,13.7388516,100.5510121
0101100F02,76.806,4.895,0.219999984,13.7388069,100.551017
0101100F02,76.811,4.9,0.215000004,13.7387614,100.5510232
0101100F02,76.816,4.905,0.219999984,13.7387165,100.5510288
0101100F02,76.821,4.91,0.209999993,13.7386724,100.5510337
0101100F02,76.826,4.915,0.194999993,13.7386279,100.5510387
0101100F02,76.831,4.92,0.206666663,13.7385829,100.5510436
0101100F02,76.836,4.925,0.189999998,13.738537,100.5510482
0101100F02,76.841,4.93,0.185000002,13.7384915,100.5510525
0101100F02,76.846,4.935,0.199999988,13.7384473,100.5510575
0101100F02,76.851,4.94,0.153333321,13.7384025,100.5510626
0101100F02,76.856,4.945,0.189999998,13.7383575,100.5510674
0101100F02,76.861,4.95,0.200000003,13.7383126,100.5510725
0101100F02,76.866,4.955,0.213333324,13.7382673,100.5510775
0101100F02,76.871,4.96,0.230000004,13.7382229,100.551082
0101100F02,76.876,4.965,0.215000004,13.7381779,100.5510863
0101100F02,76.881,4.97,0.223333344,13.7381337,100.551091
0101100F02,76.886,4.975,0.219999999,13.7380897,100.5510956
0101100F02,76.891,4.98,0.200000003,13.738045,100.5511
0101100F02,76.896,4.985,0.193333328,13.7380011,100.5511047
0101100F02,76.901,4.99,0.200000003,13.737958,100.5511093
0101100F02,76.906,4.995,0.219999999,13.737913,100.5511145
0101100F02,76.911,5,0.230000004,13.737868,100.5511196
0101100F02,76.916,5.005,0.239999995,13.7378223,100.5511245
0101100F02,76.921,5.01,0.245000005,13.737778,100.5511295
0101100F02,76.926,5.015,0.239999995,13.737734,100.5511346
0101100F02,76.931,5.02,0.239999995,13.7376892,100.5511398
0101100F02,76.936,5.025,0.234999999,13.7376437,100.5511447
0101100F02,76.941,5.03,0.223333344,13.7375973,100.5511495
0101100F02,76.946,5.035,0.206666663,13.7375532,100.551155
0101100F02,76.951,5.04,0.219999999,13.7375083,100.5511609
0101100F02,76.956,5.045,0.233333334,13.7374635,100.5511667
0101100F02,76.961,5.05,0.24666667,13.7374184,100.5511718
0101100F02,76.966,5.055,0.245000005,13.7373739,100.5511768
0101100F02,76.971,5.06,0.223333344,13.7373285,100.5511819
0101100F02,76.976,5.065,0.24000001,13.7372833,100.5511879
0101100F02,76.981,5.07,0.224999994,13.7372375,100.5511931
0101100F02,76.986,5.075,0.25,13.7371917,100.5511975
0101100F02,76.991,5.08,0.25,13.7371475,100.5512018
0101100F02,76.996,5.085,0.239999995,13.737102,100.5512064
0101100F02,77.001,5.09,0.230000004,13.7370576,100.5512111
0101100F02,77.006,5.095,0.206666663,13.737013,100.5512163
0101100F02,77.011,5.1,0.210000008,13.7369683,100.5512215
0101100F02,77.016,5.105,0.194999993,13.7369233,100.5512267
0101100F02,77.021,5.11,0.206666663,13.7368785,100.5512312
0101100F02,77.026,5.115,0.200000003,13.7368341,100.5512356
0101100F02,77.031,5.12,0.194999993,13.7367907,100.5512397
0101100F02,77.036,5.125,0.193333343,13.7367456,100.5512443
0101100F02,77.041,5.13,0.194999993,13.736702,100.5512485
0101100F02,77.046,5.135,0.215000004,13.736658,100.5512517
0101100F02,77.051,5.14,0.213333324,13.7366143,100.5512547
0101100F02,77.056,5.145,0.219999999,13.7365678,100.5512573
0101100F02,77.061,5.15,0.209999993,13.7365212,100.5512624
0101100F02,77.066,5.155,0.213333324,13.7364755,100.5512723
0101100F02,77.071,5.16,0.219999999,13.7364301,100.5512796
0101100F02,77.076,5.165,0.230000004,13.7363853,100.5512845
0101100F02,77.081,5.17,0.213333324,13.7363409,100.5512938
0101100F02,77.086,5.175,0.209999993,13.7362974,100.5513046
0101100F02,77.091,5.18,0.219999999,13.7362517,100.5513066
0101100F02,77.096,5.185,0.226666674,13.7362069,100.5513061
0101100F02,77.101,5.19,0.230000004,13.7361616,100.5513106
0101100F02,77.106,5.195,0.219999999,13.7361169,100.5513169
0101100F02,77.111,5.2,0.203333333,13.7360725,100.5513224
0101100F02,77.116,5.205,0.209999993,13.7360273,100.5513274
0101100F02,77.121,5.21,0.200000003,13.7359824,100.5513327
0101100F02,77.126,5.215,0.223333314,13.7359387,100.5513392
0101100F02,77.131,5.22,0.206666663,13.7358941,100.5513456
0101100F02,77.136,5.225,0.204999998,13.7358488,100.5513504
0101100F02,77.141,5.23,0.216666654,13.7358036,100.5513553
0101100F02,77.146,5.235,0.219999984,13.7357585,100.55136
0101100F02,77.151,5.24,0.224999994,13.7357143,100.5513646
0101100F02,77.156,5.245,0.236666664,13.7356692,100.5513699
0101100F02,77.161,5.25,0.209999993,13.7356247,100.5513752
0101100F02,77.166,5.255,0.215000004,13.73558,100.55138
0101100F02,77.171,5.26,0.215000004,13.735535,100.5513844
0101100F02,77.176,5.265,0.223333314,13.7354899,100.5513893
0101100F02,77.181,5.27,0.239999995,13.7354447,100.5513946
0101100F02,77.186,5.275,0.239999995,13.7353997,100.5513998
0101100F02,77.191,5.28,0.230000004,13.7353549,100.5514046
0101100F02,77.196,5.285,0.215000004,13.7353094,100.5514095
0101100F02,77.201,5.29,0.224999994,13.735265,100.551414
0101100F02,77.206,5.295,0.226666674,13.7352202,100.5514186
0101100F02,77.211,5.3,0.215000004,13.7351748,100.5514236
0101100F02,77.216,5.305,0.219999999,13.7351302,100.5514287
0101100F02,77.221,5.31,0.219999984,13.7350855,100.5514338
0101100F02,77.226,5.315,0.215000004,13.73504,100.5514386
0101100F02,77.231,5.32,0.219999999,13.734996,100.5514433
0101100F02,77.236,5.325,0.223333314,13.7349526,100.5514447
0101100F02,77.241,5.33,0.215000004,13.7349092,100.5514454
0101100F02,77.246,5.335,0.230000004,13.7348648,100.5514474
0101100F02,77.251,5.34,0.226666674,13.7348195,100.5514523
0101100F02,77.256,5.345,0.213333324,13.7347737,100.5514573
0101100F02,77.261,5.35,0.230000004,13.7347285,100.5514624
0101100F02,77.266,5.355,0.226666674,13.7346827,100.5514675
0101100F02,77.271,5.36,0.223333314,13.7346372,100.5514726
0101100F02,77.276,5.365,0.230000004,13.7345919,100.5514774
0101100F02,77.281,5.37,0.219999984,13.734547,100.5514823
0101100F02,77.286,5.375,0.226666674,13.7345018,100.5514872
0101100F02,77.291,5.38,0.185000002,13.7344564,100.5514921
0101100F02,77.296,5.385,0.183333337,13.7344119,100.5514974
0101100F02,77.301,5.39,0.206666663,13.734367,100.5515027
