Section,Distance (km),Sub Distance (km),,Latitude,Longitude
0101100F02,77.306,5.395,0.215000004,13.7343222,100.5515077
0101100F02,77.311,5.4,0.200000003,13.7342775,100.5515125
0101100F02,77.316,5.405,0.200000003,13.7342323,100.5515177
0101100F02,77.321,5.41,0.219999999,13.7341876,100.5515229
0101100F02,77.326,5.415,0.25,13.7341428,100.5515281
0101100F02,77.331,5.42,0.226666674,13.7340976,100.551533
0101100F02,77.336,5.425,0.224999994,13.7340527,100.5515378
0101100F02,77.341,5.43,0.215000004,13.7340077,100.551543
0101100F02,77.346,5.435,0.213333324,13.7339634,100.5515482
0101100F02,77.351,5.44,0.219999999,13.7339195,100.5515522
0101100F02,77.356,5.445,0.204999998,13.7338756,100.5515557
0101100F02,77.361,5.45,0.230000004,13.7338311,100.5515601
0101100F02,77.366,5.455,0.230000004,13.7337852,100.5515665
0101100F02,77.371,5.46,0.234999999,13.7337388,100.5515731
0101100F02,77.376,5.465,0.226666674,13.7336919,100.5515797
0101100F02,77.381,5.47,0.219999999,13.7336451,100.5515862
0101100F02,77.386,5.475,0.215000004,13.7335981,100.5515929
0101100F02,77.391,5.48,0.233333334,13.7335509,100.5515995
0101100F02,77.396,5.485,0.219999999,13.7335055,100.5516031
0101100F02,77.401,5.49,0.204999998,13.7334613,100.551605
0101100F02,77.406,5.495,0.219999984,13.733417,100.5516082
0101100F02,77.411,5.5,0.223333314,13.7333724,100.5516129
0101100F02,77.416,5.505,0.219999999,13.7333278,100.5516175
0101100F02,77.421,5.51,0.206666663,13.7332835,100.5516214
0101100F02,77.426,5.515,0.233333334,13.7332386,100.551626
0101100F02,77.431,5.52,0.239999995,13.7331933,100.5516314
0101100F02,77.436,5.525,0.24666667,13.7331476,100.5516368
0101100F02,77.441,5.53,0.25999999,13.7331032,100.5516421
0101100F02,77.446,5.535,0.245000005,13.7330592,100.5516472
0101100F02,77.451,5.54,0.24333334,13.7330143,100.5516519
0101100F02,77.456,5.545,0.236666664,13.7329701,100.5516566
0101100F02,77.461,5.55,0.204999998,13.7329245,100.5516621
0101100F02,77.466,5.555,0.206666663,13.732879,100.5516675
0101100F02,77.471,5.56,0.199999988,13.7328347,100.5516721
0101100F02,77.476,5.565,0.204999998,13.7327913,100.5516765
0101100F02,77.481,5.57,0.209999993,13.732747,100.5516812
0101100F02,77.486,5.575,0.209999993,13.7327025,100.5516862
0101100F02,77.491,5.58,0.200000003,13.7326587,100.551691
0101100F02,77.496,5.585,0.219999999,13.7326134,100.551696
0101100F02,77.501,5.59,0.216666654,13.7325692,100.5517009
0101100F02,77.506,5.595,0.219999999,13.732525,100.5517058
0101100F02,77.511,5.6,0.234999999,13.7324805,100.5517108
0101100F02,77.516,5.605,0.233333334,13.7324358,100.5517159
0101100F02,77.521,5.61,0.239999995,13.7323908,100.551721
0101100F02,77.526,5.615,0.234999999,13.7323454,100.5517262
0101100F02,77.531,5.62,0.233333334,13.7322998,100.5517314
0101100F02,77.536,5.625,0.230000004,13.7322552,100.5517365
0101100F02,77.541,5.63,0.245000005,13.7322101,100.5517417
0101100F02,77.546,5.635,0.24333334,13.7321651,100.5517471
0101100F02,77.551,5.64,0.25,13.7321208,100.5517532
0101100F02,77.556,5.645,0.234999999,13.7320755,100.5517593
0101100F02,77.561,5.65,0.25666666,13.7320309,100.5517638
0101100F02,77.566,5.655,0.266666681,13.7319856,100.5517678
0101100F02,77.571,5.66,0.25,13.7319399,100.5517721
0101100F02,77.576,5.665,0.236666664,13.7318951,100.5517774
0101100F02,77.581,5.67,0.223333314,13.7318492,100.5517828
0101100F02,77.586,5.675,0.230000004,13.7318044,100.5517873
0101100F02,77.591,5.68,0.239999995,13.7317595,100.5517916
0101100F02,77.596,5.685,0.226666674,13.7317146,100.5517965
0101100F02,77.601,5.69,0.25,13.7316702,100.5518019
0101100F02,77.606,5.695,0.25666666,13.731625,100.5518073
0101100F02,77.611,5.7,0.25333333,13.7315802,100.5518124
0101100F02,77.616,5.705,0.224999994,13.7315347,100.5518177
0101100F02,77.621,5.71,0.216666654,13.7314899,100.5518237
0101100F02,77.626,5.715,0.239999995,13.7314442,100.5518296
0101100F02,77.631,5.72,0.209999993,13.7313996,100.5518343
0101100F02,77.636,5.725,0.245000005,13.7313542,100.5518391
0101100F02,77.641,5.73,0.270000011,13.73131,100.551844
0101100F02,77.646,5.735,0.275000006,13.7312646,100.5518486
0101100F02,77.651,5.74,0.254999995,13.7312183,100.5518527
0101100F02,77.656,5.745,0.230000004,13.7311735,100.5518574
0101100F02,77.661,5.75,0.215000004,13.7311282,100.5518624
0101100F02,77.666,5.755,0.209999993,13.7310824,100.5518669
0101100F02,77.671,5.76,0.223333344,13.7310374,100.5518719
0101100F02,77.676,5.765,0.215000004,13.7309933,100.5518773
0101100F02,77.681,5.77,0.230000004,13.7309485,100.5518826
0101100F02,77.686,5.775,0.236666664,13.730904,100.5518877
0101100F02,77.691,5.78,0.24000001,13.7308591,100.5518929
0101100F02,77.696,5.785,0.239999995,13.730814,100.5518978
0101100F02,77.701,5.79,0.370000005,13.7307693,100.551902
0101100F02,77.706,5.795,0.270000011,13.7307243,100.5519067
0101100F02,77.711,5.8,0.194999993,13.7306792,100.5519114
0101100F02,77.716,5.805,0.219999984,13.730634,100.5519167
0101100F02,77.721,5.81,0.236666664,13.7305896,100.5519217
0101100F02,77.726,5.815,0.25,13.7305446,100.5519266
0101100F02,77.731,5.82,0.24666667,13.7305001,100.5519315
0101100F02,77.736,5.825,0.239999995,13.7304563,100.5519361
0101100F02,77.741,5.83,0.25,13.7304118,100.5519408
0101100F02,77.746,5.835,0.239999995,13.7303672,100.5519455
0101100F02,77.751,5.84,0.230000004,13.730322,100.5519505
0101100F02,77.756,5.845,0.239999995,13.730277,100.5519555
0101100F02,77.761,5.85,0.25,13.7302324,100.5519607
0101100F02,77.766,5.855,0.25666666,13.7301884,100.5519659
0101100F02,77.771,5.86,0.270000011,13.7301439,100.551971
0101100F02,77.776,5.865,0.25,13.7300991,100.5519759
0101100F02,77.781,5.87,0.25666666,13.7300539,100.551981
0101100F02,77.786,5.875,0.239999995,13.7300084,100.5519862
0101100F02,77.791,5.88,0.239999995,13.7299639,100.5519913
0101100F02,77.796,5.885,0.24333334,13.7299185,100.5519964
0101100F02,77.801,5.89,0.239999995,13.7298737,100.5520015
0101100F02,77.806,5.895,0.245000005,13.7298287,100.5520062
0101100F02,77.811,5.9,0.236666664,13.729784,100.5520108
0101100F02,77.816,5.905,0.239999995,13.7297394,100.5520154
0101100F02,77.821,5.91,0.25,13.7296942,100.5520199
0101100F02,77.826,5.915,0.270000011,13.7296493,100.5520245
0101100F02,77.831,5.92,0.245000005,13.7296043,100.5520286
0101100F02,77.836,5.925,0.239999995,13.7295591,100.5520327
0101100F02,77.841,5.93,0.25333333,13.7295147,100.552037
0101100F02,77.846,5.935,0.270000011,13.7294698,100.5520418
0101100F02,77.851,5.94,0.25999999,13.7294231,100.5520467
0101100F02,77.856,5.945,0.266666651,13.72938,100.5520514
0101100F02,77.861,5.95,0.25999999,13.7293331,100.5520566
0101100F02,77.866,5.955,0.25999999,13.7292863,100.5520621
0101100F02,77.871,5.96,0.25666666,13.7292414,100.5520674
0101100F02,77.876,5.965,0.24333334,13.7291965,100.5520728
0101100F02,77.881,5.97,0.25,13.7291518,100.5520782
0101100F02,77.886,5.975,0.239999995,13.7291057,100.5520829
0101100F02,77.891,5.98,0.233333334,13.7290609,100.5520884
0101100F02,77.896,5.985,0.230000004,13.7290165,100.5520934
0101100F02,77.901,5.99,0.24666667,13.7289711,100.5520982
0101100F02,77.906,5.995,0.24666667,13.7289261,100.5521031
0101100F02,77.911,6,0.239999995,13.728881,100.5521083
0101100F02,77.916,6.005,0.223333344,13.7288355,100.5521128
0101100F02,77.921,6.01,0.233333334,13.7287917,100.5521172
0101100F02,77.926,6.015,0.245000005,13.7287467,100.5521236
0101100F02,77.931,6.02,0.264999986,13.7287011,100.5521302
0101100F02,77.936,6.025,0.25666666,13.728656,100.5521359
0101100F02,77.941,6.03,0.245000005,13.7286114,100.5521413
0101100F02,77.946,6.035,0.254999995,13.7285662,100.5521466
0101100F02,77.951,6.04,0.239999995,13.7285215,100.5521512
0101100F02,77.956,6.045,0.215000004,13.7284772,100.5521561
0101100F02,77.961,6.05,0.219999999,13.7284337,100.5521615
0101100F02,77.966,6.055,0.233333334,13.7283879,100.5521669
0101100F02,77.971,6.06,0.25,13.7283426,100.5521723
0101100F02,77.976,6.065,0.264999986,13.7282978,100.5521779
0101100F02,77.981,6.07,0.25999999,13.728253,100.5521834
0101100F02,77.986,6.075,0.25,13.7282086,100.552189
0101100F02,77.991,6.08,0.239999995,13.7281643,100.552195
0101100F02,77.996,6.085,0.24666667,13.7281193,100.5522007
0101100F02,78.001,6.09,0.25,13.7280742,100.552206
0101100F02,78.006,6.095,0.254999995,13.7280295,100.5522114
0101100F02,78.011,6.1,0.24666667,13.7279849,100.5522167
0101100F02,78.016,6.105,0.215000004,13.7279399,100.552222
0101100F02,78.021,6.11,0.245000005,13.7278949,100.5522273
0101100F02,78.026,6.115,0.25,13.7278501,100.5522326
0101100F02,78.031,6.12,0.236666664,13.7278056,100.5522379
0101100F02,78.036,6.125,0.230000004,13.7277604,100.5522433
0101100F02,78.041,6.13,0.239999995,13.7277162,100.5522482
0101100F02,78.046,6.135,0.216666654,13.7276713,100.5522534
0101100F02,78.051,6.14,0.245000005,13.7276249,100.552259
0101100F02,78.056,6.145,0.213333324,13.7275809,100.5522641
0101100F02,78.061,6.15,0.223333314,13.7275346,100.5522689
0101100F02,78.066,6.155,0.239999995,13.7274894,100.5522743
0101100F02,78.071,6.16,0.226666674,13.7274451,100.5522795
0101100F02,78.076,6.165,0.199999988,13.7274001,100.5522839
0101100F02,78.081,6.17,0.200000003,13.7273552,100.5522886
0101100F02,78.086,6.175,0.189999998,13.7273099,100.5522929
0101100F02,78.091,6.18,0.196666658,13.727265,100.5522976
0101100F02,78.096,6.185,0.189999998,13.7272199,100.5523037
0101100F02,78.101,6.19,0.180000007,13.7271748,100.5523091
0101100F02,78.106,6.195,0.203333333,13.7271321,100.552313
0101100F02,78.111,6.2,0.189999998,13.7270864,100.5523177
0101100F02,78.116,6.205,0.194999993,13.7270415,100.5523228
0101100F02,78.121,6.21,0.189999998,13.7269961,100.5523289
0101100F02,78.126,6.215,0.200000003,13.7269514,100.5523332
0101100F02,78.131,6.22,0.224999994,13.7269066,100.5523358
0101100F02,78.136,6.225,0.236666664,13.7268618,100.5523393
0101100F02,78.141,6.23,0.25,13.7268171,100.5523435
0101100F02,78.146,6.235,0.25,13.7267731,100.5523475
0101100F02,78.151,6.24,0.25333333,13.7267283,100.5523516
0101100F02,78.156,6.245,0.239999995,13.7266832,100.5523557
0101100F02,78.161,6.25,0.25,13.7266389,100.5523598
0101100F02,78.166,6.255,0.25,13.7265939,100.5523639
0101100F02,78.171,6.26,0.234999999,13.7265476,100.5523681
0101100F02,78.176,6.265,0.230000004,13.7265028,100.5523721
0101100F02,78.181,6.27,0.24333334,13.726458,100.5523757
0101100F02,78.186,6.275,0.25,13.7264134,100.5523792
0101100F02,78.191,6.28,0.25,13.7263688,100.5523826
0101100F02,78.196,6.285,0.24333334,13.7263235,100.5523861
0101100F02,78.201,6.29,0.25666666,13.7262786,100.5523896
0101100F02,78.206,6.295,0.25,13.7262334,100.5523934
0101100F02,78.211,6.3,0.25,13.7261887,100.5523972
0101100F02,78.216,6.305,0.239999995,13.7261442,100.5524009
0101100F02,78.221,6.31,0.230000004,13.7260993,100.5524046
0101100F02,78.226,6.315,0.236666664,13.726054,100.5524087
0101100F02,78.231,6.32,0.199999988,13.7260092,100.5524133
0101100F02,78.236,6.325,0.264999986,13.7259631,100.5524181
0101100F02,78.241,6.33,0.284999996,13.7259173,100.5524236
0101100F02,78.246,6.335,0.276666641,13.7258703,100.5524291
0101100F02,78.251,6.34,0.25999999,13.7258261,100.5524296
0101100F02,78.256,6.345,0.229999989,13.7257816,100.5524291
0101100F02,78.261,6.35,0.263333321,13.7257372,100.5524314
0101100F02,78.266,6.355,0.25999999,13.7256904,100.5524348
0101100F02,78.271,6.36,0.25999999,13.7256459,100.5524366
0101100F02,78.276,6.365,0.25999999,13.7256004,100.5524391
0101100F02,78.281,6.37,0.25999999,13.7255551,100.552444
0101100F02,78.286,6.375,0.24000001,13.72551,100.5524475
0101100F02,78.291,6.38,0.25666666,13.7254648,100.5524501
0101100F02,78.296,6.385,0.25999999,13.7254202,100.552454
0101100F02,78.301,6.39,0.25999999,13.7253746,100.5524577
0101100F02,78.306,6.395,0.24666667,13.7253296,100.552461
0101100F02,78.311,6.4,0.230000004,13.7252851,100.5524648
0101100F02,78.316,6.405,0.254999995,13.72524,100.5524698
0101100F02,78.321,6.41,0.25333333,13.7251945,100.5524762
0101100F02,78.326,6.415,0.25,13.7251491,100.5524793
0101100F02,78.331,6.42,0.264999986,13.7251043,100.5524812
0101100F02,78.336,6.425,0.230000004,13.7250595,100.5524819
0101100F02,78.341,6.43,0.206666663,13.7250146,100.5524858
0101100F02,78.346,6.435,0.194999993,13.7249695,100.5524894
0101100F02,78.351,6.44,0.216666654,13.7249242,100.5524922
0101100F02,78.356,6.445,0.230000004,13.7248788,100.5524948
0101100F02,78.361,6.45,0.224999994,13.7248341,100.5524977
0101100F02,78.366,6.455,0.24000001,13.7247883,100.5525009
0101100F02,78.371,6.46,0.219999984,13.724744,100.552504
0101100F02,78.376,6.465,0.230000004,13.7246988,100.5525068
0101100F02,78.381,6.47,0.223333314,13.7246545,100.5525103
0101100F02,78.386,6.475,0.239999995,13.7246098,100.5525135
0101100F02,78.391,6.48,0.25999999,13.7245648,100.5525165
0101100F02,78.396,6.485,0.204999998,13.7245199,100.5525202
0101100F02,78.401,6.49,0.216666654,13.7244752,100.552524
0101100F02,78.406,6.495,0.219999999,13.7244304,100.5525262
0101100F02,78.411,6.5,0.230000004,13.7243852,100.5525297
0101100F02,78.416,6.505,0.226666674,13.7243415,100.5525332
0101100F02,78.421,6.51,0.230000004,13.7242963,100.5525371
0101100F02,78.426,6.515,0.230000004,13.7242516,100.5525413
0101100F02,78.431,6.52,0.236666664,13.7242075,100.5525457
0101100F02,78.436,6.525,0.239999995,13.7241618,100.55255
0101100F02,78.441,6.53,0.230000004,13.7241172,100.5525538
0101100F02,78.446,6.535,0.24666667,13.7240736,100.5525572
0101100F02,78.451,6.54,0.239999995,13.7240285,100.5525616
0101100F02,78.456,6.545,0.239999995,13.7239837,100.5525658
0101100F02,78.461,6.55,0.216666684,13.7239394,100.5525696
0101100F02,78.466,6.555,0.200000003,13.7238949,100.5525733
0101100F02,78.471,6.56,0.200000003,13.72385,100.552577
0101100F02,78.476,6.565,0.209999993,13.7238051,100.5525806
0101100F02,78.481,6.57,0.215000004,13.7237603,100.5525842
0101100F02,78.486,6.575,0.230000004,13.7237156,100.5525882
0101100F02,78.491,6.58,0.213333324,13.7236704,100.5525925
0101100F02,78.496,6.585,0.223333344,13.7236257,100.5525963
0101100F02,78.501,6.59,0.204999998,13.7235801,100.5526002
0101100F02,78.506,6.595,0.216666684,13.7235357,100.5526046
0101100F02,78.511,6.6,0.209999993,13.7234908,100.5526092
0101100F02,78.516,6.605,0.215000004,13.7234454,100.5526139
0101100F02,78.521,6.61,0.206666663,13.7234008,100.5526186
0101100F02,78.526,6.615,0.209999993,13.7233561,100.5526233
0101100F02,78.531,6.62,0.204999998,13.7233125,100.5526285
0101100F02,78.536,6.625,0.213333324,13.7232686,100.5526337
0101100F02,78.541,6.63,0.219999984,13.723222,100.552638
0101100F02,78.546,6.635,0.224999994,13.7231769,100.5526427
0101100F02,78.551,6.64,0.224999994,13.7231328,100.5526478
0101100F02,78.556,6.645,0.200000003,13.7230882,100.552653
0101100F02,78.561,6.65,0.230000004,13.7230436,100.5526584
0101100F02,78.566,6.655,0.239999995,13.7229972,100.5526641
0101100F02,78.571,6.66,0.24666667,13.7229528,100.5526688
0101100F02,78.576,6.665,0.234999999,13.7229074,100.5526739
0101100F02,78.581,6.67,0.239999995,13.7228621,100.5526797
0101100F02,78.586,6.675,0.230000004,13.722816,100.5526846
0101100F02,78.591,6.68,0.234999999,13.722771,100.5526896
0101100F02,78.596,6.685,0.230000004,13.7227263,100.5526948
0101100F02,78.601,6.69,0.219999984,13.7226811,100.5526997
0101100F02,78.606,6.695,0.230000004,13.7226374,100.552704
0101100F02,78.611,6.7,0.210000008,13.7225912,100.5527093
0101100F02,78.616,6.705,0.200000003,13.7225457,100.5527144
0101100F02,78.621,6.71,0.210000008,13.7225005,100.5527192
0101100F02,78.626,6.715,0.215000004,13.7224558,100.5527241
0101100F02,78.631,6.72,0.226666674,13.7224118,100.5527289
0101100F02,78.636,6.725,0.224999994,13.7223655,100.5527338
0101100F02,78.641,6.73,0.234999999,13.7223199,100.5527386
0101100F02,78.646,6.735,0.206666663,13.7222742,100.5527447
0101100F02,78.651,6.74,0.219999984,13.7222297,100.552751
0101100F02,78.656,6.745,0.239999995,13.7221863,100.552756
0101100F02,78.661,6.75,0.239999995,13.7221404,100.5527608
0101100F02,78.666,6.755,0.24000001,13.7220958,100.5527656
0101100F02,78.671,6.76,0.25,13.7220506,100.5527691
0101100F02,78.676,6.765,0.239999995,13.7220046,100.5527736
0101100F02,78.681,6.77,0.24666667,13.7219605,100.552778
0101100F02,78.686,6.775,0.234999999,13.7219164,100.5527815
0101100F02,78.691,6.78,0.236666664,13.7218699,100.5527869
0101100F02,78.696,6.785,0.239999995,13.7218247,100.5527917
0101100F02,78.701,6.79,0.239999995,13.7217795,100.5527967
0101100F02,78.706,6.795,0.230000004,13.7217358,100.5528015
0101100F02,78.711,6.8,0.24666667,13.7216929,100.5528063
0101100F02,78.716,6.805,0.230000004,13.7216479,100.5528114
0101100F02,78.721,6.81,0.224999994,13.7216028,100.5528158
0101100F02,78.726,6.815,0.219999984,13.721558,100.5528212
0101100F02,78.731,6.82,0.219999999,13.7215134,100.5528276
0101100F02,78.736,6.825,0.230000004,13.7214682,100.5528328
0101100F02,78.741,6.83,0.223333344,13.7214226,100.5528369
0101100F02,78.746,6.835,0.209999993,13.7213773,100.5528429
0101100F02,78.751,6.84,0.204999998,13.7213326,100.5528505
0101100F02,78.756,6.845,0.213333324,13.7212885,100.5528537
0101100F02,78.761,6.85,0.219999999,13.7212422,100.55286
0101100F02,78.766,6.855,0.234999999,13.7211969,100.5528659
0101100F02,78.771,6.86,0.213333324,13.7211532,100.5528711
0101100F02,78.776,6.865,0.234999999,13.7211085,100.5528756
0101100F02,78.781,6.87,0.25,13.7210637,100.5528799
0101100F02,78.786,6.875,0.24333334,13.7210187,100.5528853
0101100F02,78.791,6.88,0.199999988,13.7209744,100.5528905
0101100F02,78.796,6.885,0.234999999,13.7209299,100.5528957
0101100F02,78.801,6.89,0.233333334,13.7208861,100.5529009
0101100F02,78.806,6.895,0.230000004,13.7208418,100.5529068
0101100F02,78.811,6.9,0.24000001,13.7207975,100.5529127
0101100F02,78.816,6.905,0.236666664,13.7207529,100.552918
0101100F02,78.821,6.91,0.233333334,13.7207079,100.5529233
0101100F02,78.826,6.915,0.224999994,13.7206626,100.5529272
0101100F02,78.831,6.92,0.206666663,13.720617,100.5529312
0101100F02,78.836,6.925,0.213333324,13.7205721,100.5529357
0101100F02,78.841,6.93,0.189999998,13.7205266,100.5529404
0101100F02,78.846,6.935,0.196666658,13.7204821,100.552945
0101100F02,78.851,6.94,0.166666672,13.7204366,100.5529497
0101100F02,78.856,6.945,0.194999993,13.7203917,100.5529541
0101100F02,78.861,6.95,0.185000002,13.7203461,100.5529589
0101100F02,78.866,6.955,0.200000003,13.720301,100.5529641
0101100F02,78.871,6.96,0.189999998,13.7202563,100.5529692
0101100F02,78.876,6.965,0.175000012,13.7202111,100.5529742
0101100F02,78.881,6.97,0.189999998,13.7201662,100.5529794
0101100F02,78.886,6.975,0.189999998,13.7201212,100.5529844
0101100F02,78.891,6.98,0.185000002,13.7200756,100.5529893
0101100F02,78.896,6.985,0.180000007,13.7200309,100.5529944
0101100F02,78.901,6.99,0.189999998,13.7199858,100.5529998
0101100F02,78.906,6.995,0.175000012,13.71994,100.5530057
0101100F02,78.911,7,0.180000007,13.7198968,100.5530114
0101100F02,78.916,7.005,0.194999993,13.7198536,100.5530164
0101100F02,78.921,7.01,0.200000003,13.7198104,100.5530218
0101100F02,78.926,7.015,0.209999993,13.7197663,100.5530277
0101100F02,78.931,7.02,0.219999999,13.7197218,100.5530372
0101100F02,78.936,7.025,0.239999995,13.7196769,100.5530476
0101100F02,78.941,7.03,0.230000004,13.7196337,100.5530575
0101100F02,78.946,7.035,0.239999995,13.7195895,100.5530667
0101100F02,78.951,7.04,0.230000004,13.7195422,100.5530712
0101100F02,78.956,7.045,0.230000004,13.7194963,100.5530778
0101100F02,78.961,7.05,0.216666654,13.7194523,100.5530879
0101100F02,78.966,7.055,0.219999999,13.7194089,100.5530987
0101100F02,78.971,7.06,0.209999993,13.7193654,100.5531106
0101100F02,78.976,7.065,0.200000003,13.7193225,100.5531227
0101100F02,78.981,7.07,0.200000003,13.7192793,100.5531354
0101100F02,78.986,7.075,0.193333328,13.7192363,100.5531487
0101100F02,78.991,7.08,0.196666658,13.7191936,100.5531632
0101100F02,78.996,7.085,0.209999993,13.7191511,100.5531779
0101100F02,79.001,7.09,0.209999993,13.7191085,100.5531945
0101100F02,79.006,7.095,0.216666654,13.7190667,100.5532108
0101100F02,79.011,7.1,0.239999995,13.7190248,100.5532286
0101100F02,79.016,7.105,0.230000004,13.7189835,100.5532464
0101100F02,79.021,7.11,0.213333324,13.7189424,100.5532654
0101100F02,79.026,7.115,0.230000004,13.7189014,100.5532852
0101100F02,79.031,7.12,0.234999999,13.7188611,100.5533057
0101100F02,79.036,7.125,0.230000004,13.7188215,100.553328
0101100F02,79.041,7.13,0.224999994,13.7187817,100.5533504
0101100F02,79.046,7.135,0.234999999,13.7187443,100.5533734
0101100F02,79.051,7.14,0.24333334,13.7187058,100.553397
0101100F02,79.055,7.145,0.25,13.7186701,100.5534196
0101100F02,79.06,7.15,0.25,13.7186328,100.5534433
0101100F02,79.066,7.155,0.233333334,13.7185934,100.5534676
0101100F02,79.07,7.16,0.245000005,13.7185515,100.5534935
0101100F02,79.075,7.165,0.254999995,13.7185151,100.55352
0101100F02,79.081,7.17,0.25333333,13.7184784,100.5535477
0101100F02,79.085,7.175,0.254999995,13.7184425,100.5535761
0101100F02,79.09,7.18,0.25999999,13.7184071,100.5536055
0101100F02,79.095,7.185,0.24333334,13.7183724,100.5536354
0101100F02,79.1,7.19,0.239999995,13.7183393,100.5536667
0101100F02,79.106,7.195,0.230000004,13.7183063,100.5536992
0101100F02,79.111,7.2,0.25,13.7182743,100.5537315
0101100F02,79.115,7.205,0.24666667,13.718243,100.5537656
0101100F02,79.12,7.21,0.245000005,13.7182123,100.5537997
0101100F02,79.126,7.215,0.226666674,13.7181835,100.5538345
0101100F02,79.131,7.22,0.236666664,13.7181521,100.553869
0101100F02,79.136,7.225,0.245000005,13.7181237,100.5539047
0101100F02,79.141,7.23,0.206666663,13.7181018,100.5539422
0101100F02,79.146,7.235,0.220000014,13.7180665,100.5539811
0101100F02,79.151,7.24,0.224999994,13.7180477,100.5540237
0101100F02,79.156,7.245,0.213333324,13.7180233,100.5540634
0101100F02,79.161,7.25,0.223333344,13.7179973,100.554102
0101100F02,79.166,7.255,0.200000003,13.7179724,100.5541396
0101100F02,79.171,7.26,0.215000004,13.7179453,100.5541772
0101100F02,79.175,7.265,0.216666654,13.7179171,100.5542134
0101100F02,79.181,7.27,0.219999999,13.7178882,100.5542506
0101100F02,79.186,7.275,0.219999999,13.7178598,100.5542862
0101100F02,79.191,7.28,0.236666664,13.7178344,100.5543204
0101100F02,79.196,7.285,0.200000003,13.7178079,100.5543584
0101100F02,79.201,7.29,0.189999998,13.7177808,100.5543955
0101100F02,79.206,7.295,0.203333333,13.7177532,100.5544317
0101100F02,79.211,7.3,0.194999993,13.7177268,100.5544702
0101100F02,79.215,7.305,0.204999998,13.7177007,100.5545079
0101100F02,79.22,7.31,0.189999998,13.7176745,100.5545453
0101100F02,79.226,7.315,0.194999993,13.7176475,100.5545823
0101100F02,79.23,7.32,0.185000002,13.7176204,100.5546197
0101100F02,79.236,7.325,0.186666667,13.7175935,100.554657
0101100F02,79.241,7.33,0.170000002,13.717567,100.5546937
0101100F02,79.245,7.335,0.185000002,13.7175392,100.5547313
0101100F02,79.251,7.34,0.186666667,13.7175121,100.5547685
0101100F02,79.255,7.345,0.173333332,13.717486,100.5548048
0101100F02,79.26,7.35,0.170000002,13.7174592,100.5548412
0101100F02,79.265,7.355,0.193333328,13.7174324,100.5548779
0101100F02,79.27,7.36,0.180000007,13.7174051,100.5549158
0101100F02,79.275,7.365,0.219999999,13.7173766,100.5549519
0101100F02,79.28,7.37,0.203333333,13.7173487,100.554992
0101100F02,79.285,7.375,0.200000003,13.7173188,100.5550307
0101100F02,79.29,7.38,0.209999993,13.7172908,100.5550716
0101100F02,79.295,7.385,0.176666662,13.717265,100.5551129
0101100F02,79.301,7.39,0.180000007,13.7172398,100.5551536
0101100F02,79.306,7.395,0.189999998,13.7172149,100.5551936
0101100F02,79.31,7.4,0.203333333,13.7171906,100.5552327
0101100F02,79.316,7.405,0.189999998,13.7171667,100.5552713
0101100F02,79.321,7.41,0.194999993,13.7171444,100.5553071
0101100F02,79.326,7.415,0.200000003,13.7171212,100.5553416
0101100F02,79.331,7.42,0.209999993,13.7170964,100.5553782
0101100F02,79.335,7.425,0.224999994,13.71707,100.555415
0101100F02,79.341,7.43,0.25,13.7170369,100.5554481
0101100F02,79.345,7.435,0.24666667,13.7170115,100.5554855
0101100F02,79.35,7.44,0.234999999,13.7169874,100.555524
0101100F02,79.352,7.445,0.224999994,13.7169792,100.555537
0101100F02,79.357,7.45,0.233333334,13.7169548,100.5555758
0101100F02,79.362,7.455,0.239999995,13.7169314,100.5556141
0101100F02,79.367,7.46,0.234999999,13.7169071,100.5556534
0101100F02,79.372,7.465,0.223333314,13.7168844,100.5556928
0101100F02,79.377,7.47,0.230000004,13.7168627,100.5557318
0101100F02,79.382,7.475,0.239999995,13.7168375,100.5557689
0101100F02,79.387,7.48,0.25333333,13.7168128,100.5558076
0101100F02,79.392,7.485,0.239999995,13.7167906,100.5558482
0101100F02,79.397,7.49,0.254999995,13.7167706,100.5558899
0101100F02,79.402,7.495,0.24666667,13.7167481,100.5559301
0101100F02,79.407,7.5,0.25666666,13.7167255,100.5559688
0101100F02,79.412,7.505,0.239999995,13.7167035,100.5560093
0101100F02,79.417,7.51,0.209999993,13.7166818,100.5560499
0101100F02,79.422,7.515,0.200000003,13.7166604,100.5560897
0101100F02,79.427,7.52,0.200000003,13.7166387,100.5561303
0101100F02,79.432,7.525,0.183333337,13.7166146,100.5561713
0101100F02,79.437,7.53,0.173333347,13.7165922,100.5562116
0101100F02,79.442,7.535,0.200000003,13.716574,100.5562514
0101100F02,79.447,7.54,0.196666673,13.7165538,100.5562919
0101100F02,79.452,7.545,0.213333324,13.7165333,100.5563321
0101100F02,79.457,7.55,0.224999994,13.716513,100.5563708
0101100F02,79.462,7.555,0.226666674,13.7164923,100.5564114
0101100F02,79.467,7.56,0.226666674,13.7164708,100.5564545
0101100F02,79.472,7.565,0.200000003,13.7164505,100.5564939
0101100F02,79.477,7.57,0.204999998,13.7164305,100.5565334
0101100F02,79.482,7.575,0.24000001,13.7164107,100.556575
0101100F02,79.487,7.58,0.219999999,13.7163886,100.5566152
0101100F02,79.492,7.585,0.215000004,13.7163649,100.5566547
0101100F02,79.497,7.59,0.180000007,13.7163459,100.5566969
0101100F02,79.502,7.595,0.150000006,13.7163264,100.5567398
