Section,Distance (km),Sub Distance (km),GNaverage,Latitude,Longitude
0102100F03,13.676,10,0.270000011,13.7162833,100.5567764
0102100F03,13.682,10.005,0.276666671,13.7162621,100.5568178
0102100F03,13.687,10.01,0.25999999,13.7162397,100.5568581
0102100F03,13.692,10.015,0.25999999,13.7162166,100.556904
0102100F03,13.697,10.02,0.24666667,13.716194,100.5569365
0102100F03,13.702,10.025,0.239999995,13.7161695,100.556985
0102100F03,13.707,10.03,0.234999999,13.7161453,100.5570253
0102100F03,13.711,10.035,0.226666674,13.7161207,100.5570641
0102100F03,13.717,10.04,0.219999999,13.7160958,100.5571028
0102100F03,13.722,10.045,0.234999999,13.7160707,100.5571414
0102100F03,13.727,10.05,0.230000004,13.7160462,100.5571807
0102100F03,13.731,10.055,0.239999995,13.7160247,100.5572154
0102100F03,13.736,10.06,0.215000004,13.7159996,100.5572537
0102100F03,13.741,10.065,0.239999995,13.7159734,100.557292
0102100F03,13.746,10.07,0.254999995,13.7159474,100.5573296
0102100F03,13.751,10.075,0.25999999,13.7159213,100.5573671
0102100F03,13.756,10.08,0.25,13.7158939,100.5574046
0102100F03,13.761,10.085,0.245000005,13.7158672,100.5574413
0102100F03,13.766,10.09,0.25999999,13.7158401,100.5574776
0102100F03,13.771,10.095,0.24666667,13.7158132,100.5575085
0102100F03,13.776,10.1,0.230000004,13.7157886,100.5575443
0102100F03,13.781,10.105,0.25999999,13.7157669,100.5575904
0102100F03,13.786,10.11,0.25999999,13.71574,100.5576278
0102100F03,13.791,10.115,0.25999999,13.7157125,100.5576652
0102100F03,13.796,10.12,0.245000005,13.7156856,100.5577021
0102100F03,13.801,10.125,0.25333333,13.7156589,100.5577386
0102100F03,13.806,10.13,0.25,13.7156319,100.557776
0102100F03,13.811,10.135,0.239999995,13.7156049,100.5578137
0102100F03,13.816,10.14,0.219999984,13.7155764,100.5578476
0102100F03,13.821,10.145,0.206666663,13.7155505,100.5578878
0102100F03,13.826,10.15,0.204999998,13.715522,100.5579193
0102100F03,13.831,10.155,0.219999999,13.7154956,100.5579571
0102100F03,13.836,10.16,0.206666663,13.7154695,100.5579953
0102100F03,13.841,10.165,0.180000007,13.7154449,100.5580352
0102100F03,13.846,10.17,0.210000008,13.7154194,100.5580727
0102100F03,13.851,10.175,0.239999995,13.7153873,100.5581059
0102100F03,13.856,10.18,0.234999999,13.7153573,100.5581403
0102100F03,13.861,10.185,0.239999995,13.7153305,100.5581772
0102100F03,13.866,10.19,0.216666654,13.7153019,100.5582133
0102100F03,13.871,10.195,0.239999995,13.7152743,100.558249
0102100F03,13.876,10.2,0.234999999,13.7152454,100.5582849
0102100F03,13.881,10.205,0.236666664,13.7152159,100.5583208
0102100F03,13.886,10.21,0.25,13.7151875,100.5583566
0102100F03,13.891,10.215,0.234999999,13.7151585,100.5583924
0102100F03,13.896,10.22,0.213333324,13.7151218,100.5584267
0102100F03,13.901,10.225,0.219999999,13.7150836,100.5584612
0102100F03,13.906,10.23,0.215000004,13.7150703,100.5585002
0102100F03,13.911,10.235,0.233333334,13.7150455,100.558536
0102100F03,13.916,10.24,0.25999999,13.7150175,100.5585723
0102100F03,13.921,10.245,0.25,13.714989,100.5586092
0102100F03,13.926,10.25,0.24333334,13.7149612,100.5586455
0102100F03,13.931,10.255,0.226666674,13.7149331,100.5586818
0102100F03,13.936,10.26,0.25999999,13.7149051,100.558718
0102100F03,13.941,10.265,0.263333321,13.7148767,100.5587546
0102100F03,13.946,10.27,0.25999999,13.7148475,100.5587909
0102100F03,13.951,10.275,0.25,13.7148181,100.5588266
0102100F03,13.956,10.28,0.25,13.7147888,100.5588606
0102100F03,13.961,10.285,0.25666666,13.71476,100.5588955
0102100F03,13.966,10.29,0.25999999,13.7147313,100.5589312
0102100F03,13.971,10.295,0.25999999,13.7147025,100.5589688
0102100F03,13.976,10.3,0.230000004,13.714674,100.5590053
0102100F03,13.981,10.305,0.245000005,13.7146456,100.5590409
0102100F03,13.986,10.31,0.25999999,13.7146174,100.5590768
0102100F03,13.991,10.315,0.236666664,13.7145895,100.559112
0102100F03,13.996,10.32,0.100000001,13.7145613,100.559146
0102100F03,14.001,10.325,0.25,13.7145334,100.5591804
0102100F03,14.006,10.33,0.24333334,13.7145054,100.5592169
0102100F03,14.011,10.335,0.199999988,13.7144772,100.5592534
0102100F03,14.016,10.34,0.185000002,13.7144492,100.5592897
0102100F03,14.021,10.345,0.200000003,13.7144215,100.5593264
0102100F03,14.026,10.35,0.200000003,13.7143941,100.5593631
0102100F03,14.031,10.355,0.219999999,13.7143665,100.5594
