Section,Distance (km),Sub Distance (km),GNaverage,Latitude,Longitude
0101100F03,7.082,1.01,0.335000008,13.7703532,100.5515776
0101100F03,7.087,1.015,0.383333325,13.7703102,100.5515651
0101100F03,7.092,1.02,0.370000005,13.7702721,100.5515487
0101100F03,7.097,1.025,0.375,13.7702389,100.5515284
0101100F03,7.102,1.03,0.326666683,13.7702011,100.5515072
0101100F03,7.107,1.035,0.355000019,13.7701544,100.5514843
0101100F03,7.112,1.04,0.329999983,13.7701092,100.5514619
0101100F03,7.117,1.045,0.393333316,13.7700693,100.5514404
0101100F03,7.122,1.05,0.370000005,13.7700298,100.5514191
0101100F03,7.127,1.055,0.344999999,13.7699901,100.5513973
0101100F03,7.132,1.06,0.296666652,13.7699503,100.5513754
0101100F03,7.137,1.065,0.303333342,13.7699113,100.5513541
0101100F03,7.142,1.07,0.349999994,13.7698724,100.5513329
0101100F03,7.147,1.075,0.373333335,13.7698332,100.5513114
0101100F03,7.152,1.08,0.379999995,13.7697933,100.5512888
0101100F03,7.157,1.085,0.344999999,13.7697534,100.5512664
0101100F03,7.162,1.09,0.346666664,13.7697141,100.5512448
0101100F03,7.167,1.095,0.280000001,13.7696752,100.5512234
0101100F03,7.172,1.1,0.36500001,13.769636,100.5512021
0101100F03,7.177,1.105,0.375,13.7695969,100.5511809
0101100F03,7.182,1.11,0.370000005,13.7695579,100.5511597
0101100F03,7.187,1.115,0.36500001,13.7695193,100.5511392
0101100F03,7.192,1.12,0.360000014,13.769481,100.5511188
0101100F03,7.197,1.125,0.366666675,13.76944,100.5510951
0101100F03,7.202,1.13,0.379999995,13.7693983,100.5510705
0101100F03,7.207,1.135,0.370000005,13.7693577,100.5510469
0101100F03,7.212,1.14,0.353333354,13.7693183,100.5510247
0101100F03,7.217,1.145,0.349999994,13.7692791,100.5510026
0101100F03,7.222,1.15,0.409999996,13.7692393,100.55098
0101100F03,7.227,1.155,0.379999995,13.7691992,100.5509572
0101100F03,7.232,1.16,0.379999995,13.7691599,100.5509348
0101100F03,7.237,1.165,0.375,13.7691204,100.5509122
0101100F03,7.242,1.17,0.379999995,13.7690808,100.5508894
0101100F03,7.247,1.175,0.293333322,13.769042,100.5508667
0101100F03,7.252,1.18,0.349999994,13.7690026,100.5508438
0101100F03,7.257,1.185,0.343333334,13.7689675,100.550826
0101100F03,7.262,1.19,0.416666657,13.7689316,100.5508078
0101100F03,7.267,1.195,0.349999994,13.7688914,100.5507837
0101100F03,7.272,1.2,0.25,13.7688498,100.5507585
0101100F03,7.277,1.205,0.336666673,13.7688082,100.550732
0101100F03,7.282,1.21,0.340000004,13.7687661,100.5507054
0101100F03,7.287,1.215,0.330000013,13.7687276,100.5506818
0101100F03,7.292,1.22,0.349999994,13.7686883,100.5506581
0101100F03,7.297,1.225,0.349999994,13.7686489,100.5506347
0101100F03,7.302,1.23,0.36500001,13.7686111,100.5506119
0101100F03,7.307,1.235,0.356666684,13.7685739,100.5505789
0101100F03,7.312,1.24,0.229999989,13.7685399,100.5505192
0101100F03,7.317,1.245,0.355000019,13.7684971,100.5505031
0101100F03,7.322,1.25,0.333333343,13.7684494,100.55049
0101100F03,7.327,1.255,0.356666684,13.7684004,100.5504766
0101100F03,7.332,1.26,0.340000004,13.7683568,100.5504573
0101100F03,7.337,1.265,0.343333334,13.7683169,100.5504338
0101100F03,7.342,1.27,0.319999993,13.7682764,100.5504099
0101100F03,7.347,1.275,0.319999993,13.7682348,100.5503854
0101100F03,7.352,1.28,0.330000013,13.7681922,100.5503603
0101100F03,7.357,1.285,0.340000004,13.7681478,100.5503342
0101100F03,7.362,1.29,0.349999994,13.7681067,100.55031
0101100F03,7.367,1.295,0.335000008,13.7680695,100.550288
0101100F03,7.372,1.3,0.353333354,13.7680344,100.5502674
0101100F03,7.377,1.305,0.370000005,13.7680006,100.5502474
0101100F03,7.382,1.31,0.38499999,13.7679673,100.5502278
0101100F03,7.387,1.315,0.376666665,13.7679336,100.550208
