Section,Distance (km),Sub Distance (km),GNaverage,Latitude,Longitude
0102100R02,53.428,18.52,0.166666672,13.67249951,100.6097728
0102100R02,53.433,18.515,0.163333327,13.67250821,100.6097279
0102100R02,53.438,18.51,0.159999996,13.67251701,100.6096824
0102100R02,53.443,18.505,0.183333337,13.67252581,100.609637
0102100R02,53.448,18.5,0.186666667,13.67253441,100.6095918
0102100R02,53.453,18.495,0.189999998,13.67254091,100.6095427
0102100R02,53.458,18.49,0.164999992,13.67254961,100.6094971
0102100R02,53.463,18.485,0.170000002,13.67255851,100.6094516
0102100R02,53.468,18.48,0.175000012,13.67256751,100.6094065
0102100R02,53.473,18.475,0.180000007,13.67257651,100.6093616
0102100R02,53.478,18.47,0.163333327,13.67258561,100.6093161
0102100R02,53.483,18.465,0.194999993,13.67259471,100.609271
0102100R02,53.488,18.46,0.189999998,13.67260371,100.6092262
0102100R02,53.493,18.455,0.200000003,13.67261291,100.609181
0102100R02,53.498,18.45,0.194999993,13.67262201,100.6091357
0102100R02,53.503,18.445,0.185000002,13.67263101,100.6090904
0102100R02,53.508,18.44,0.166666672,13.67264001,100.6090453
0102100R02,53.513,18.435,0.176666677,13.67264901,100.609
0102100R02,53.518,18.43,0.175000012,13.67265791,100.6089546
0102100R02,53.523,18.425,0.183333337,13.67266671,100.6089092
0102100R02,53.528,18.42,0.193333328,13.67267533,100.6088661
0102100R02,53.533,18.415,0.189999998,13.67268423,100.6088206
0102100R02,53.538,18.41,0.204999998,13.67269333,100.6087756
0102100R02,53.543,18.405,0.183333337,13.67270243,100.6087306
0102100R02,53.548,18.4,0.150000006,13.67271163,100.6086854
0102100R02,53.553,18.395,0.159999996,13.67272063,100.6086401
0102100R02,53.558,18.39,0.166666672,13.67272953,100.6085949
0102100R02,53.563,18.385,0.145000011,13.67273853,100.6085497
0102100R02,53.568,18.38,0.185000002,13.67274753,100.6085042
0102100R02,53.573,18.375,0.176666677,13.67275673,100.6084591
0102100R02,53.578,18.37,0.180000007,13.67276603,100.608414
0102100R02,53.583,18.365,0.165000007,13.67277523,100.6083692
0102100R02,53.588,18.36,0.173333332,13.67278493,100.6083239
0102100R02,53.593,18.355,0.186666667,13.67279473,100.6082786
0102100R02,53.598,18.35,0.185000002,13.67280463,100.6082334
0102100R02,53.603,18.345,0.180000007,13.67281463,100.6081881
0102100R02,53.608,18.34,0.183333337,13.67282503,100.6081431
0102100R02,53.613,18.335,0.194999993,13.67283553,100.608098
0102100R02,53.618,18.33,0.203333333,13.67284593,100.6080533
0102100R02,53.623,18.325,0.193333328,13.67285733,100.6080091
