Section,InterLat,InterLon,InterAlt,FrameNoCalculated,Sub_Distance__km_,MeasuredChainage,ReferencePoints,Latitude__deg_,Longitude__deg_,GPS_position_is_calculated,ImageFilename
0401302R05,13.64892721,100.6849968,12.61228771,445,0.95,0.9504881,Kanchanapisak Expressway,13.64877589,100.6851879,FALSE,451.jpg
0401302R05,13.64896786,100.6850224,12.61228771,445,0.955,0.9554882,Kanchanapisak Expressway,13.64881543,100.6852149,FALSE,452.jpg
0401302R05,13.64900851,100.685048,12.61228771,445,0.96,0.9604979,Kanchanapisak Expressway,13.64885496,100.6852419,FALSE,453.jpg
0401302R05,13.64904916,100.6850736,12.61228771,445,0.965,0.9654493,Kanchanapisak Expressway,13.6488945,100.6852689,FALSE,454.jpg
0401302R05,13.64908981,100.6850992,12.61228771,445,0.97,0.9703827,Kanchanapisak Expressway,13.64893404,100.6852959,FALSE,455.jpg
0401302R05,13.64913046,100.6851247,12.61228771,445,0.975,0.9752665,Kanchanapisak Expressway,13.64897357,100.6853229,FALSE,456.jpg
0401302R05,13.64917111,100.6851503,12.61228771,445,0.98,0.9802446,Kanchanapisak Expressway,13.64901311,100.6853499,FALSE,457.jpg
0401302R05,13.64921176,100.6851759,12.61228771,445,0.985,0.985177,Kanchanapisak Expressway,13.64905264,100.6853769,FALSE,458.jpg
0401302R05,13.64925241,100.6852015,12.61228771,445,0.99,0.9901695,Kanchanapisak Expressway,13.64909218,100.6854039,FALSE,459.jpg
0401302R05,13.64929306,100.6852271,12.61228771,445,0.995,0.9951696,Kanchanapisak Expressway,13.64913171,100.6854309,FALSE,460.jpg
0401302R05,13.64933371,100.6852527,18.6321978,462,1,1.000161,Kanchanapisak Expressway,13.64917125,100.6854579,FALSE,461.jpg
0401302R05,13.64937436,100.6852783,16.56120879,463,1.005,1.005171,Kanchanapisak Expressway,13.64921079,100.6854849,FALSE,462.jpg
0401302R05,13.64941501,100.6853038,14.48725275,464,1.01,1.010209,Kanchanapisak Expressway,13.64925032,100.6855119,FALSE,463.jpg
0401302R05,13.64945565,100.6853294,12.832685,465,1.015,1.015247,Kanchanapisak Expressway,13.64928986,100.6855389,FALSE,464.jpg
0401302R05,13.6494963,100.685355,12.28448,466,1.02,1.020283,Kanchanapisak Expressway,13.64932939,100.6855659,FALSE,465.jpg
0401302R05,13.64953695,100.6853806,11.744325,467,1.025,1.025314,Kanchanapisak Expressway,13.64936893,100.6855929,FALSE,466.jpg
0401302R05,13.6495776,100.6854062,11.0540639,468,1.03,1.030357,Kanchanapisak Expressway,13.64940846,100.6856199,FALSE,467.jpg
0401302R05,13.64961825,100.6854318,10.01417374,469,1.035,1.035388,Kanchanapisak Expressway,13.649448,100.6856469,FALSE,468.jpg
0401302R05,13.6496589,100.6854574,8.991747379,470,1.04,1.040389,Kanchanapisak Expressway,13.64948754,100.6856739,FALSE,469.jpg
0401302R05,13.64969955,100.6854829,8.076670005,471,1.045,1.045431,Kanchanapisak Expressway,13.64952707,100.6857009,FALSE,470.jpg
0401302R05,13.6497402,100.6855085,7.555187782,472,1.05,1.050469,Kanchanapisak Expressway,13.64956661,100.6857279,FALSE,471.jpg
0401302R05,13.64978085,100.6855341,7.040275413,473,1.055,1.055491,Kanchanapisak Expressway,13.64960614,100.6857549,FALSE,472.jpg
0401302R05,13.6498215,100.6855597,6.54388,474,1.061,1.060517,Kanchanapisak Expressway,13.64964568,100.6857819,FALSE,473.jpg
0401302R05,13.64986215,100.6855853,6.38731,475,1.066,1.06555,Kanchanapisak Expressway,13.64968521,100.6858089,FALSE,474.jpg
0401302R05,13.6499028,100.6856109,6.23176,476,1.071,1.070581,Kanchanapisak Expressway,13.64972475,100.6858359,FALSE,475.jpg
0401302R05,13.64994345,100.6856365,6.07774,477,1.076,1.075602,Kanchanapisak Expressway,13.64976429,100.6858629,FALSE,476.jpg
0401302R05,13.6499841,100.6856621,5.888731269,478,1.081,1.080624,Kanchanapisak Expressway,13.64980382,100.6858899,FALSE,477.jpg
0401302R05,13.65002475,100.6856876,5.689270729,479,1.086,1.085626,Kanchanapisak Expressway,13.64984336,100.6859169,FALSE,478.jpg
0401302R05,13.6500654,100.6857132,5.49047952,480,1.091,1.090654,Kanchanapisak Expressway,13.64988289,100.6859439,FALSE,479.jpg
0401302R05,13.65010605,100.6857388,5.275558338,481,1.096,1.095673,Kanchanapisak Expressway,13.64992243,100.6859709,FALSE,480.jpg
0401302R05,13.65014669,100.6857644,5.034937406,482,1.101,1.100689,Kanchanapisak Expressway,13.64996196,100.6859979,FALSE,481.jpg
0401302R05,13.65018734,100.68579,4.793905859,483,1.106,1.105752,Kanchanapisak Expressway,13.6500015,100.6860249,FALSE,482.jpg
0401302R05,13.65022799,100.6858156,4.557391087,484,1.111,1.110779,Kanchanapisak Expressway,13.65004104,100.6860519,FALSE,483.jpg
0401302R05,13.65026864,100.6858412,4.384865135,485,1.116,1.11581,Kanchanapisak Expressway,13.65008057,100.6860789,FALSE,484.jpg
0401302R05,13.65030929,100.6858667,4.215234765,486,1.121,1.120857,Kanchanapisak Expressway,13.65012011,100.6861059,FALSE,485.jpg
0401302R05,13.65034994,100.6858923,4.048301698,487,1.126,1.125828,Kanchanapisak Expressway,13.65015964,100.6861329,FALSE,486.jpg
0401302R05,13.65039059,100.6859179,3.891191191,488,1.131,1.130843,Kanchanapisak Expressway,13.65019918,100.6861599,FALSE,487.jpg
0401302R05,13.65043124,100.6859435,3.7497998,489,1.136,1.135803,Kanchanapisak Expressway,13.65023871,100.6861869,FALSE,488.jpg
0401302R05,13.65047189,100.6859691,3.604904905,490,1.141,1.140773,Kanchanapisak Expressway,13.65027825,100.6862139,FALSE,489.jpg
0401302R05,13.65051254,100.6859947,3.457007007,491,1.146,1.145703,Kanchanapisak Expressway,13.65031779,100.6862409,FALSE,490.jpg
0401302R05,13.65055319,100.6860203,3.319565217,492,1.151,1.150641,Kanchanapisak Expressway,13.65035732,100.6862679,FALSE,491.jpg
0401302R05,13.65059384,100.6860458,3.17856072,493,1.156,1.155606,Kanchanapisak Expressway,13.65039686,100.6862949,FALSE,492.jpg
0401302R05,13.65063449,100.6860714,3.034182909,494,1.161,1.16056,Kanchanapisak Expressway,13.65043639,100.6863219,FALSE,493.jpg
0401302R05,13.65067514,100.686097,2.888791209,495,1.166,1.165544,Kanchanapisak Expressway,13.65047593,100.6863489,FALSE,494.jpg
0401302R05,13.65071579,100.6861226,2.742857143,496,1.171,1.170538,Kanchanapisak Expressway,13.65051546,100.6863759,FALSE,495.jpg
0401302R05,13.65075644,100.6861482,2.595604396,497,1.176,1.175567,Kanchanapisak Expressway,13.650555,100.6864029,FALSE,496.jpg
0401302R05,13.65079708,100.6861738,2.410950475,498,1.181,1.180585,Kanchanapisak Expressway,13.65059454,100.6864299,FALSE,497.jpg
0401302R05,13.65083773,100.6861994,2.215267634,499,1.186,1.185592,Kanchanapisak Expressway,13.65063407,100.6864569,FALSE,498.jpg
0401302R05,13.65087838,100.6862249,2.020470235,500,1.191,1.190607,Kanchanapisak Expressway,13.65067361,100.6864839,FALSE,499.jpg
0401302R05,13.65091903,100.6862505,1.860035053,501,1.196,1.195651,Kanchanapisak Expressway,13.65071314,100.6865109,FALSE,500.jpg
0401302R05,13.65095968,100.6862761,1.713565348,502,1.201,1.200665,Kanchanapisak Expressway,13.65075268,100.6865379,FALSE,501.jpg
0401302R05,13.65100033,100.6863017,1.567320981,503,1.206,1.205668,Kanchanapisak Expressway,13.65079221,100.6865649,FALSE,502.jpg
0401302R05,13.65104098,100.6863273,1.493652695,504,1.211,1.210668,Kanchanapisak Expressway,13.65083175,100.6865919,FALSE,503.jpg
0401302R05,13.65108163,100.6863529,1.454550898,505,1.216,1.215666,Kanchanapisak Expressway,13.65087129,100.6866189,FALSE,504.jpg
0401302R05,13.65112228,100.6863785,1.415209581,506,1.221,1.22066,Kanchanapisak Expressway,13.65091082,100.6866459,FALSE,505.jpg
0401302R05,13.65116293,100.686404,1.704957436,507,1.226,1.225638,Kanchanapisak Expressway,13.65095036,100.6866729,FALSE,506.jpg
0401302R05,13.65120358,100.6864296,2.205958938,508,1.231,1.230632,Kanchanapisak Expressway,13.65098989,100.6866999,FALSE,507.jpg
0401302R05,13.65124423,100.6864552,2.710716074,509,1.236,1.23563,Kanchanapisak Expressway,13.65102943,100.6867269,FALSE,508.jpg
0401302R05,13.65128488,100.6864808,2.859604802,510,1.241,1.240632,Kanchanapisak Expressway,13.65106896,100.6867539,FALSE,509.jpg
0401302R05,13.65132553,100.6865064,2.794687344,511,1.246,1.245645,Kanchanapisak Expressway,13.6511085,100.6867809,FALSE,510.jpg
0401302R05,13.65136618,100.686532,2.729484742,512,1.251,1.250651,Kanchanapisak Expressway,13.65114804,100.6868079,FALSE,511.jpg
0401302R05,13.65140683,100.6865576,2.757428857,513,1.256,1.255599,Kanchanapisak Expressway,13.65118757,100.6868349,FALSE,512.jpg
0401302R05,13.65144748,100.6865831,2.826724913,514,1.261,1.260652,Kanchanapisak Expressway,13.65122711,100.6868619,FALSE,513.jpg
0401302R05,13.65148812,100.6866087,2.895322017,515,1.266,1.265686,Kanchanapisak Expressway,13.65126664,100.6868889,FALSE,514.jpg
0401302R05,13.65152877,100.6866343,2.901936937,516,1.271,1.270726,Kanchanapisak Expressway,13.65130618,100.6869159,FALSE,515.jpg
0401302R05,13.65156942,100.6866599,2.891801802,517,1.276,1.275723,Kanchanapisak Expressway,13.65134571,100.6869429,FALSE,516.jpg
0401302R05,13.65161007,100.6866855,2.881681682,518,1.281,1.280739,Kanchanapisak Expressway,13.65138525,100.6869699,FALSE,517.jpg
0401302R05,13.65165072,100.6867111,2.860636095,519,1.286,1.285752,Kanchanapisak Expressway,13.65142479,100.6869969,FALSE,518.jpg
0401302R05,13.65169137,100.6867367,2.837475345,520,1.291,1.29075,Kanchanapisak Expressway,13.65146432,100.6870239,FALSE,519.jpg
0401302R05,13.65173202,100.6867623,2.814280079,521,0.002,1.295754,Bang Na - Trat Road,13.65150386,100.6870509,FALSE,520.jpg
0401302R05,13.65177267,100.6867878,2.812783976,522,0.007,1.300756,Bang Na - Trat Road,13.65154339,100.6870779,FALSE,521.jpg
0401302R05,13.65181332,100.6868134,2.816217039,523,0.013,1.305777,Bang Na - Trat Road,13.65158293,100.6871049,FALSE,522.jpg
0401302R05,13.65185397,100.686839,2.81964503,524,0.017,1.310762,Bang Na - Trat Road,13.65162246,100.6871319,FALSE,523.jpg
0401302R05,13.65189462,100.6868646,2.804725,525,0.023,1.315784,Bang Na - Trat Road,13.651662,100.6871589,FALSE,524.jpg
0401302R05,13.65193527,100.6868902,2.787675,526,0.028,1.320822,Bang Na - Trat Road,13.65170154,100.6871859,FALSE,525.jpg
0401302R05,13.65197592,100.6869158,2.77075,527,0.033,1.325815,Bang Na - Trat Road,13.65174107,100.6872129,FALSE,526.jpg
0401302R05,13.65201657,100.6869414,2.715144855,528,0.038,1.330822,Bang Na - Trat Road,13.65178061,100.6872399,FALSE,527.jpg
0401302R05,13.65205722,100.6869669,2.657997003,529,0.043,1.335835,Bang Na - Trat Road,13.65182014,100.6872669,FALSE,528.jpg
0401302R05,13.65209787,100.6869925,2.601018981,530,0.048,1.340834,Bang Na - Trat Road,13.65185968,100.6872939,FALSE,529.jpg
0401302R05,13.65213851,100.6870181,2.609934967,531,0.053,1.345837,Bang Na - Trat Road,13.65189921,100.6873209,FALSE,530.jpg
0401302R05,13.65217916,100.6870437,2.62008004,532,0.058,1.350817,Bang Na - Trat Road,13.65193875,100.6873479,FALSE,531.jpg
0401302R05,13.65221981,100.6870693,2.63048,533,0.063,1.35583,Bang Na - Trat Road,13.65197829,100.6873749,FALSE,532.jpg
0401302R05,13.65226046,100.6870949,2.64428,534,0.068,1.360829,Bang Na - Trat Road,13.65201782,100.6874019,FALSE,533.jpg
0401302R05,13.65230111,100.6871205,2.65814,535,0.073,1.365805,Bang Na - Trat Road,13.65205736,100.6874289,FALSE,534.jpg
0401302R05,13.65234176,100.687146,2.653406703,536,0.078,1.370787,Bang Na - Trat Road,13.65209689,100.6874559,FALSE,535.jpg
0401302R05,13.65238241,100.6871716,2.543456728,537,0.083,1.37579,Bang Na - Trat Road,13.65213643,100.6874829,FALSE,536.jpg
0401302R05,13.65242306,100.6871972,2.432576288,538,0.088,1.380797,Bang Na - Trat Road,13.65217596,100.6875099,FALSE,537.jpg
0401302R05,13.65246371,100.6872228,2.312547453,539,0.093,1.385782,Bang Na - Trat Road,13.6522155,100.6875369,FALSE,538.jpg
0401302R05,13.65250436,100.6872484,2.175124875,540,0.097,1.390757,Bang Na - Trat Road,13.65225504,100.6875639,FALSE,539.jpg
0401302R05,13.65254501,100.687274,2.035424575,541,0.102,1.395767,Bang Na - Trat Road,13.65229457,100.6875909,FALSE,540.jpg
0401302R05,13.65258566,100.6872996,2.116776777,542,0.107,1.400737,Bang Na - Trat Road,13.65233411,100.6876179,FALSE,541.jpg
0401302R05,13.65262631,100.6873251,2.347282282,543,0.112,1.405745,Bang Na - Trat Road,13.65237364,100.6876449,FALSE,542.jpg
0401302R05,13.65266696,100.6873507,2.57961962,544,0.117,1.410739,Bang Na - Trat Road,13.65241318,100.6876719,FALSE,543.jpg
0401302R05,13.65270761,100.6873763,2.593646354,545,0.122,1.415724,Bang Na - Trat Road,13.65245271,100.6876989,FALSE,544.jpg
0401302R05,13.65274826,100.6874019,2.597492507,546,0.127,1.420728,Bang Na - Trat Road,13.65249225,100.6877259,FALSE,545.jpg
0401302R05,13.65278891,100.6874275,2.59863932,547,0.132,1.42573,Bang Na - Trat Road,13.65253179,100.6877529,FALSE,546.jpg
0401302R05,13.65282955,100.6874531,2.594757379,548,0.137,1.430717,Bang Na - Trat Road,13.65257132,100.6877799,FALSE,547.jpg
0401302R05,13.6528702,100.6874787,2.590835418,549,0.142,1.435725,Bang Na - Trat Road,13.65261086,100.6878069,FALSE,548.jpg
0401302R05,13.65291085,100.6875042,2.602432432,550,0.147,1.440732,Bang Na - Trat Road,13.65265039,100.6878339,FALSE,549.jpg
0401302R05,13.6529515,100.6875298,2.618268268,551,0.152,1.445727,Bang Na - Trat Road,13.65268993,100.6878609,FALSE,550.jpg
0401302R05,13.65299215,100.6875554,2.63531968,552,0.157,1.450729,Bang Na - Trat Road,13.65272946,100.6878879,FALSE,551.jpg
0401302R05,13.6530328,100.687581,2.6553996,553,0.162,1.455729,Bang Na - Trat Road,13.652769,100.6879149,FALSE,552.jpg
0401302R05,13.65307345,100.6876066,2.67547952,554,0.167,1.460712,Bang Na - Trat Road,13.65280854,100.6879419,FALSE,553.jpg
0401302R05,13.6531141,100.6876322,2.692542373,555,0.172,1.465758,Bang Na - Trat Road,13.65284807,100.6879689,FALSE,554.jpg
0401302R05,13.65315475,100.6876578,2.708394816,556,0.177,1.470766,Bang Na - Trat Road,13.65288761,100.6879959,FALSE,555.jpg
0401302R05,13.6531954,100.6876833,2.72,557,0.183,1.475803,Bang Na - Trat Road,13.65292714,100.6880229,FALSE,556.jpg
0401302R05,13.65323605,100.6877089,2.72,558,0.188,1.480816,Bang Na - Trat Road,13.65296668,100.6880499,FALSE,557.jpg
0401302R05,13.6532767,100.6877345,2.72,559,0.193,1.485853,Bang Na - Trat Road,13.65300621,100.6880769,FALSE,558.jpg
0401302R05,13.65331735,100.6877601,2.7087251,560,0.198,1.490853,Bang Na - Trat Road,13.65304575,100.6881039,FALSE,559.jpg
0401302R05,13.653358,100.6877857,2.693406375,561,0.203,1.495875,Bang Na - Trat Road,13.65308529,100.6881309,FALSE,560.jpg
0401302R05,13.65339865,100.6878113,2.68,562,0.208,1.500895,Bang Na - Trat Road,13.65312482,100.6881579,FALSE,561.jpg
0401302R05,13.6534393,100.6878369,2.68,563,0.213,1.505928,Bang Na - Trat Road,13.65316436,100.6881849,FALSE,562.jpg
0401302R05,13.65347994,100.6878625,2.68,564,0.218,1.510934,Bang Na - Trat Road,13.65320389,100.6882119,FALSE,563.jpg
0401302R05,13.65352059,100.687888,2.68,565,0.223,1.515962,Bang Na - Trat Road,13.65324343,100.6882389,FALSE,564.jpg
0401302R05,13.65356124,100.6879136,2.68,566,0.228,1.52097,Bang Na - Trat Road,13.65328296,100.6882659,FALSE,565.jpg
0401302R05,13.65360189,100.6879392,2.68,567,0.233,1.525984,Bang Na - Trat Road,13.6533225,100.6882929,FALSE,566.jpg
0401302R05,13.65364254,100.6879648,2.688914457,568,0.238,1.53101,Bang Na - Trat Road,13.65336204,100.6883199,FALSE,567.jpg
0401302R05,13.65368319,100.6879904,2.69995998,569,0.243,1.536035,Bang Na - Trat Road,13.65340157,100.6883469,FALSE,568.jpg
0401302R05,13.65372384,100.688016,2.7112,570,0.248,1.541038,Bang Na - Trat Road,13.65344111,100.6883739,FALSE,569.jpg
0401302R05,13.65376449,100.6880416,2.72576,571,0.253,1.546056,Bang Na - Trat Road,13.65348064,100.6884009,FALSE,570.jpg
0401302R05,13.65380514,100.6880671,2.74024,572,0.258,1.551063,Bang Na - Trat Road,13.65352018,100.6884279,FALSE,571.jpg
0401302R05,13.65384579,100.6880927,2.75235,573,0.263,1.556076,Bang Na - Trat Road,13.65355971,100.6884549,FALSE,572.jpg
0401302R05,13.65388644,100.6881183,2.7596,574,0.268,1.561112,Bang Na - Trat Road,13.65359925,100.6884819,FALSE,573.jpg
0401302R05,13.65392709,100.6881439,2.76677,575,0.273,1.566107,Bang Na - Trat Road,13.65363879,100.6885089,FALSE,574.jpg
0401302R05,13.65396774,100.6881695,2.758101898,576,0.278,1.571154,Bang Na - Trat Road,13.65367832,100.6885359,FALSE,575.jpg
0401302R05,13.65400839,100.6881951,2.736913087,577,0.283,1.576162,Bang Na - Trat Road,13.65371786,100.6885629,FALSE,576.jpg
0401302R05,13.65404904,100.6882207,2.715874126,578,0.288,1.581194,Bang Na - Trat Road,13.65375739,100.6885899,FALSE,577.jpg
0401302R05,13.65408969,100.6882462,2.712498748,579,0.293,1.586233,Bang Na - Trat Road,13.65379693,100.6886169,FALSE,578.jpg
0401302R05,13.65413034,100.6882718,2.715943916,580,0.298,1.591287,Bang Na - Trat Road,13.65383646,100.6886439,FALSE,579.jpg
0401302R05,13.65417098,100.6882974,2.719313971,581,0.303,1.596302,Bang Na - Trat Road,13.653876,100.6886709,FALSE,580.jpg
